tf,arm,dna,seed,entry,family,motif,tf_name,m_pearsonr,m_spearmanr,m_auroc,m_ic_weighted_pcc,m_mae,entry_key,selffam
egr1,baseline,frozen,5,7jm4_H_MA1419.1.jaspar,IRF,MA1419.1,Interferon regulatory factor 4,0.6619926741812379,0.56,0.8645833333333334,0.5619774772526702,0.7187163233757019,7jm4_H_MA1419.1.jaspar.npz,False
egr1,baseline,frozen,5,7jm4_A_MA1419.1.jaspar,IRF,MA1419.1,Interferon regulatory factor 4,0.713200263120234,0.52,0.9120370370370371,0.6979950704597038,0.6565669775009155,7jm4_A_MA1419.1.jaspar.npz,False
egr1,baseline,frozen,5,7jm4_G_MA1419.1.jaspar,IRF,MA1419.1,Interferon regulatory factor 4,0.6619926814222709,0.56,0.8645833333333334,0.5619774852417232,0.7187163233757019,7jm4_G_MA1419.1.jaspar.npz,False
egr1,baseline,frozen,5,7jm4_B_MA1419.1.jaspar,IRF,MA1419.1,Interferon regulatory factor 4,0.7132002747152001,0.52,0.9120370370370371,0.697995034071244,0.6565669775009155,7jm4_B_MA1419.1.jaspar.npz,False
egr1,baseline,frozen,5,2ady_A_MA0106.3.jaspar,p53-like,MA0106.3,Cellular tumor antigen p53,0.7966255090199411,0.72,0.9285714285714285,0.5442571879001425,0.48734456300735474,2ady_A_MA0106.3.jaspar.npz,False
egr1,baseline,frozen,5,3q05_B_P53_HUMAN.H11MO.0.A,p53-like,P53,Cellular tumor antigen p53,0.8280255644465797,0.61,0.9118923611111112,0.49213618944448073,0.465665340423584,3q05_B_P53_HUMAN.H11MO.0.A.npz,False
egr1,baseline,frozen,5,6fj5_C_P53_HUMAN.H11MO.0.A,p53-like,P53,Cellular tumor antigen p53,0.6049737404857296,0.41999999999999993,0.7881944444444445,0.27853262342238827,0.7386503219604492,6fj5_C_P53_HUMAN.H11MO.0.A.npz,False
egr1,baseline,frozen,5,6fj5_D_P53_HUMAN.H11MO.0.A,p53-like,P53,Cellular tumor antigen p53,0.60497374990955,0.41999999999999993,0.7881944444444445,0.27853262576505433,0.7386503219604492,6fj5_D_P53_HUMAN.H11MO.0.A.npz,False
egr1,baseline,frozen,5,6fj5_A_P53_HUMAN.H11MO.0.A,p53-like,P53,Cellular tumor antigen p53,0.6049737318535335,0.41999999999999993,0.7881944444444445,0.2785326221373771,0.7386503219604492,6fj5_A_P53_HUMAN.H11MO.0.A.npz,False
egr1,baseline,frozen,5,6vge_A_ERG_HUMAN.H11MO.0.A,ETS,ERG,Transcriptional regulator ERG,0.3467403089161962,0.3609648108945015,0.7652083333333334,0.43242353515753196,0.6949799656867981,6vge_A_ERG_HUMAN.H11MO.0.A.npz,False
egr1,baseline,frozen,5,6vgg_A_ERG_HUMAN.H11MO.0.A,ETS,ERG,Transcriptional regulator ERG,0.44296844862401485,0.3989521572268994,0.8091666666666666,0.4137150307190394,0.7027115821838379,6vgg_A_ERG_HUMAN.H11MO.0.A.npz,False
egr1,baseline,frozen,5,6vg2_D_FLI1_HUMAN.H11MO.0.A,ETS,FLI1,Friend leukemia integration 1 transcription factor,0.5809815099928528,0.44572360817087614,0.925925925925926,0.5183851144707522,0.6133868098258972,6vg2_D_FLI1_HUMAN.H11MO.0.A.npz,False
egr1,baseline,frozen,5,6vg2_A_FLI1_HUMAN.H11MO.0.A,ETS,FLI1,Friend leukemia integration 1 transcription factor,0.6179560987123599,0.455409255338946,0.8981481481481483,0.47030722070156594,0.6056340336799622,6vg2_A_FLI1_HUMAN.H11MO.0.A.npz,False
egr1,baseline,frozen,5,6vg8_A_FLI1_HUMAN.H11MO.0.A,ETS,FLI1,Friend leukemia integration 1 transcription factor,0.667397404050765,0.6193712943361397,0.8425925925925926,0.48740289268614645,0.60538250207901,6vg8_A_FLI1_HUMAN.H11MO.0.A.npz,False
egr1,baseline,frozen,5,6lbi_L_FOXO1_HUMAN.H11MO.0.A,Forkhead,FOXO1,Forkhead box protein O1,0.7876638750912186,0.5428571428571429,0.9933333333333333,0.45121277431909007,0.41511353850364685,6lbi_L_FOXO1_HUMAN.H11MO.0.A.npz,False
egr1,baseline,frozen,5,6lbi_K_FOXO1_HUMAN.H11MO.0.A,Forkhead,FOXO1,Forkhead box protein O1,0.7876638322503801,0.5428571428571429,0.9933333333333333,0.451212763811502,0.41511353850364685,6lbi_K_FOXO1_HUMAN.H11MO.0.A.npz,False
egr1,baseline,frozen,5,6lbi_D_FOXO1_HUMAN.H11MO.0.A,Forkhead,FOXO1,Forkhead box protein O1,0.908923256086244,0.5571428571428572,1.0,0.5805410501854323,0.37108588218688965,6lbi_D_FOXO1_HUMAN.H11MO.0.A.npz,False
egr1,baseline,frozen,5,3coa_C_FOXO1_HUMAN.H11MO.0.A,Forkhead,FOXO1,Forkhead box protein O1,0.6688768357770252,0.5142857142857142,0.8808333333333334,0.5740463233969022,0.5815826058387756,3coa_C_FOXO1_HUMAN.H11MO.0.A.npz,False
egr1,baseline,frozen,5,6lbi_C_FOXO1_HUMAN.H11MO.0.A,Forkhead,FOXO1,Forkhead box protein O1,0.908923254489691,0.5571428571428572,1.0,0.580541046727865,0.3710859417915344,6lbi_C_FOXO1_HUMAN.H11MO.0.A.npz,False
egr1,baseline,frozen,5,1pzu_H_NFAC2_HUMAN.H11MO.0.B,Rel/NF-κB (RHD),NFAC2,"Nuclear factor of activated T-cells, cytoplasmic 2",0.5210433905983033,0.492679254380107,0.9375,0.6813129983566147,0.6540186405181885,1pzu_H_NFAC2_HUMAN.H11MO.0.B.npz,False
egr1,baseline,frozen,5,1pzu_L_MA0152.1.jaspar,Rel/NF-κB (RHD),MA0152.1,"Nuclear factor of activated T-cells, cytoplasmic 2",0.8940078247493753,0.6313935074728055,1.0,0.7595633528586255,0.29494380950927734,1pzu_L_MA0152.1.jaspar.npz,False
egr1,baseline,frozen,5,5lty_K_CDX2_HUMAN.H11MO.0.A,Homeodomain,CDX2,Homeobox protein CDX-2,0.44990399160253053,0.4202749951887064,0.7757523148148149,0.48013387039463357,0.5919897556304932,5lty_K_CDX2_HUMAN.H11MO.0.A.npz,False
egr1,baseline,frozen,5,5lty_M_MA0465.2.jaspar,Homeodomain,MA0465.2,Homeobox protein CDX-2,0.8565929892938584,0.76,0.92,0.6583320341439972,0.4107239246368408,5lty_M_MA0465.2.jaspar.npz,False
egr1,baseline,frozen,5,5vpf_B_JUND_HUMAN.H11MO.0.A,bZIP,JUND,Protein fosB,0.5887256112570564,0.38544637782500585,0.851851851851852,0.42319439072100956,0.7406290769577026,5vpf_B_JUND_HUMAN.H11MO.0.A.npz,False
egr1,baseline,frozen,5,5yef_B_MA1930.1.jaspar,C2H2 zinc finger,MA1930.1,Transcriptional repressor CTCF,0.6379644491502808,0.5055555555555555,0.8631360946745564,0.5319943308323968,0.4556272327899933,5yef_B_MA1930.1.jaspar.npz,True
egr1,baseline,frozen,5,5und_A_MA1930.1.jaspar,C2H2 zinc finger,MA1930.1,Transcriptional repressor CTCF,0.369106982415542,0.316,0.7218810363651634,0.42007988005106545,0.5863268375396729,5und_A_MA1930.1.jaspar.npz,True
egr1,baseline,frozen,5,5yef_J_CTCF_HUMAN.H11MO.0.A,C2H2 zinc finger,CTCF,Transcriptional repressor CTCF,0.7713123049262711,0.5870716869612008,0.9635416666666666,0.6051693096423625,0.4932272434234619,5yef_J_CTCF_HUMAN.H11MO.0.A.npz,True
egr1,baseline,frozen,5,5und_B_MA1930.1.jaspar,C2H2 zinc finger,MA1930.1,Transcriptional repressor CTCF,0.5147034941119668,0.43913043478260866,0.8582916826861463,0.5036756753508554,0.5113468766212463,5und_B_MA1930.1.jaspar.npz,True
egr1,baseline,frozen,5,5yef_G_MA1930.1.jaspar,C2H2 zinc finger,MA1930.1,Transcriptional repressor CTCF,0.507704043334848,0.4444444444444444,0.7777712031558185,0.42860984829514015,0.5782594084739685,5yef_G_MA1930.1.jaspar.npz,True
egr1,baseline,frozen,5,2wty_B_MA0117.2.jaspar,bZIP,MA0117.2,TRANSCRIPTION FACTOR MAFB,0.6809606143188748,0.5407893907318649,0.8925382653061225,0.55906816569648,0.662443995475769,2wty_B_MA0117.2.jaspar.npz,False
egr1,baseline,frozen,5,2wty_A_MA0117.2.jaspar,bZIP,MA0117.2,TRANSCRIPTION FACTOR MAFB,0.6809606323738329,0.5407893907318649,0.8925382653061225,0.5590681739392862,0.662443995475769,2wty_A_MA0117.2.jaspar.npz,False
egr1,baseline,frozen,5,6x6e_B_MA0113.3.jaspar,Nuclear receptor (Zn),MA0113.3,Glucocorticoid receptor,0.2829481858216847,0.22603796100280632,0.9012345679012345,0.4746034503596641,0.787522554397583,6x6e_B_MA0113.3.jaspar.npz,False
egr1,baseline,frozen,5,6x6e_A_GCR_HUMAN.H11MO.0.A,Nuclear receptor (Zn),GCR,Glucocorticoid receptor,0.41945156826016805,0.34774851773445586,0.9233333333333333,0.3695306006201579,0.6589805483818054,6x6e_A_GCR_HUMAN.H11MO.0.A.npz,False
egr1,baseline,frozen,5,5emq_B_GCR_HUMAN.H11MO.0.A,Nuclear receptor (Zn),GCR,Glucocorticoid receptor,0.5776883039119033,0.4722514822655442,0.9208333333333333,0.46027128940282597,0.5195334553718567,5emq_B_GCR_HUMAN.H11MO.0.A.npz,False
egr1,baseline,frozen,5,5emp_B_MA0113.3.jaspar,Nuclear receptor (Zn),MA0113.3,Glucocorticoid receptor,0.5486081579234451,0.4193712943361397,0.9135802469135802,0.7259847508283638,0.5966212153434753,5emp_B_MA0113.3.jaspar.npz,False
egr1,baseline,frozen,5,5emp_A_GCR_HUMAN.H11MO.0.A,Nuclear receptor (Zn),GCR,Glucocorticoid receptor,0.6113430755756174,0.5522514822655442,0.9366666666666666,0.4667725953100368,0.47764846682548523,5emp_A_GCR_HUMAN.H11MO.0.A.npz,False
egr1,baseline,frozen,5,1le8_B_MA0328.2.jaspar,Homeodomain,MA0328.2,HAP1,0.7559571012898232,0.7262285065893916,0.88,0.5581220168894102,0.7779284715652466,1le8_B_MA0328.2.jaspar.npz,False
egr1,baseline,frozen,5,6fbr_B_RXRA_HUMAN.H11MO.0.A,Nuclear receptor (Zn),RXRA,Retinoic acid receptor RXR-alpha,0.6024810284272664,0.5666666666666668,0.9291666666666666,0.2317937288900307,0.7976455092430115,6fbr_B_RXRA_HUMAN.H11MO.0.A.npz,False
egr1,baseline,frozen,5,4cn3_D_RXRA_HUMAN.H11MO.0.A,Nuclear receptor (Zn),RXRA,RETINOIC ACID RECEPTOR RXR-ALPHA,0.6351966652501788,0.6,0.9125,0.21404227771664017,0.8135088682174683,4cn3_D_RXRA_HUMAN.H11MO.0.A.npz,False
egr1,baseline,frozen,5,4cn3_C_MA0065.1.jaspar,Nuclear receptor (Zn),MA0065.1,RETINOIC ACID RECEPTOR RXR-ALPHA,0.6441565610667956,0.6274872992652745,0.9302721088435373,0.39505042901883075,0.6096886396408081,4cn3_C_MA0065.1.jaspar.npz,False
egr1,baseline,frozen,5,6fbq_A_MA0065.1.jaspar,Nuclear receptor (Zn),MA0065.1,Retinoic acid receptor RXR-alpha,0.6355284428157445,0.5819012410990181,0.8996598639455783,0.47571330739455053,0.6213421821594238,6fbq_A_MA0065.1.jaspar.npz,False
egr1,baseline,frozen,5,1r0n_A_MA0115.1.jaspar,Nuclear receptor (Zn),MA0115.1,Retinoic acid receptor RXR-alpha,0.5738245574757457,0.5585883745465289,0.8541666666666666,0.6011497240706102,0.7262008786201477,1r0n_A_MA0115.1.jaspar.npz,False
egr1,baseline,frozen,5,2erg_B_MA0324.1.jaspar,Zn2Cys6 cluster,MA0324.1,Regulatory protein LEU3,0.6329797465819865,0.6010423099886326,0.8756613756613758,0.5525574745258915,0.7419805526733398,2erg_B_MA0324.1.jaspar.npz,False
egr1,baseline,frozen,5,2erg_A_MA0324.1.jaspar,Zn2Cys6 cluster,MA0324.1,Regulatory protein LEU3,0.6329797447193414,0.6010423099886326,0.8756613756613758,0.5525574794880884,0.7419805526733398,2erg_A_MA0324.1.jaspar.npz,False
egr1,baseline,frozen,5,7oh9_K_MA0386.1.jaspar,TBP / β-saddle,MA0386.1,Histone H3.2,0.8025688280551029,0.5857142857142856,0.9795918367346939,0.5996523652364043,0.6657856702804565,7oh9_K_MA0386.1.jaspar.npz,False
egr1,baseline,frozen,5,4r2d_A_MA0162.4.jaspar,C2H2 zinc finger,MA0162.4,Early growth response protein 1,0.5788735860027373,0.26999999999999996,0.7552083333333334,0.5711627168798576,0.5216915011405945,4r2d_A_MA0162.4.jaspar.npz,True
egr1,baseline,frozen,5,1a1j_A_MA0162.1.jaspar,C2H2 zinc finger,MA0162.1,PROTEIN (RADR ZIF268 ZINC FINGER PEPTIDE),0.6174880919512361,0.45413206927225325,0.9253472222222222,0.5382163295328023,0.6035221815109253,1a1j_A_MA0162.1.jaspar.npz,True
egr1,baseline,frozen,5,4x9j_A_MA0162.4.jaspar,C2H2 zinc finger,MA0162.4,Early growth response protein 1,0.6146758904680609,0.31,0.84375,0.5891775151491552,0.485016405582428,4x9j_A_MA0162.4.jaspar.npz,True
egr1,baseline,frozen,5,1a1i_A_MA0162.1.jaspar,C2H2 zinc finger,MA0162.1,RADR ZIF268 ZINC FINGER PEPTIDE,0.7670227871858515,0.5644365410337883,0.9812925170068029,0.5956005980171315,0.456426203250885,1a1i_A_MA0162.1.jaspar.npz,True
egr1,baseline,frozen,5,1a1g_A_MA0162.1.jaspar,C2H2 zinc finger,MA0162.1,DSNR ZINC FINGER PEPTIDE,0.612665550649399,0.5504758824331155,0.8836805555555555,0.49640371435437264,0.5769413113594055,1a1g_A_MA0162.1.jaspar.npz,True
egr1,baseline,frozen,5,1gu4_A_MA0466.3.jaspar,bZIP,MA0466.3,CAAT/ENHANCER BINDING PROTEIN BETA,0.44316593776845065,0.3680189805014032,0.8502604166666666,0.4230753151774678,0.669273853302002,1gu4_A_MA0466.3.jaspar.npz,False
egr1,baseline,frozen,5,1gu5_A_MA0466.3.jaspar,bZIP,MA0466.3,CAAT/ENHANCER BINDING PROTEIN BETA,0.4822390554375791,0.3637425886722793,0.78125,0.39142053061994275,0.7297030091285706,1gu5_A_MA0466.3.jaspar.npz,False
egr1,baseline,frozen,5,2e42_A_CEBPB_HUMAN.H11MO.0.A,bZIP,CEBPB,CCAAT/enhancer-binding protein beta,0.6904953958265568,0.5075719833138961,0.9539930555555555,0.7307971866159148,0.49614381790161133,2e42_A_CEBPB_HUMAN.H11MO.0.A.npz,False
egr1,baseline,frozen,5,6mg2_A_CEBPB_HUMAN.H11MO.0.A,bZIP,CEBPB,CCAAT/enhancer-binding protein beta,0.7052170124688101,0.6323705023891493,0.9107349537037037,0.6318581648307332,0.5386614203453064,6mg2_A_CEBPB_HUMAN.H11MO.0.A.npz,False
egr1,baseline,frozen,5,6mg3_A_CEBPB_HUMAN.H11MO.0.A,bZIP,CEBPB,CCAAT/enhancer-binding protein beta,0.646133603782139,0.6611184811179527,0.9237557870370371,0.6003441120978713,0.5650205612182617,6mg3_A_CEBPB_HUMAN.H11MO.0.A.npz,False
egr1,baseline,frozen,5,4xrm_A_MEIS2_HUMAN.H11MO.0.B,Homeodomain,MEIS2,Homeobox protein Meis2,0.6148039602849167,0.48454411968700245,0.951388888888889,0.6720747503383958,0.6264841556549072,4xrm_A_MEIS2_HUMAN.H11MO.0.B.npz,False
egr1,baseline,frozen,5,4xrm_B_MEIS2_HUMAN.H11MO.0.B,Homeodomain,MEIS2,Homeobox protein Meis2,0.6148039903200697,0.48454411968700245,0.951388888888889,0.6720747711857555,0.6264841556549072,4xrm_B_MEIS2_HUMAN.H11MO.0.B.npz,False
egr1,baseline,frozen,5,5bng_B_MEIS2_HUMAN.H11MO.0.B,Homeodomain,MEIS2,Homeobox protein Meis2,0.3302493301453069,0.4477486121839514,0.8125,0.28055568283175564,0.9121577143669128,5bng_B_MEIS2_HUMAN.H11MO.0.B.npz,False
egr1,baseline,frozen,5,5ke6_A_KLF4_MOUSE.H11MO.0.A,C2H2 zinc finger,KLF4,Krueppel-like factor 4,0.8456478855805472,0.5375,0.9583333333333334,0.5441301131310299,0.3641056418418884,5ke6_A_KLF4_MOUSE.H11MO.0.A.npz,True
egr1,baseline,frozen,5,5ke8_A_MA0039.2.jaspar,C2H2 zinc finger,MA0039.2,Krueppel-like factor 4,0.6615564344392624,0.4738211768802618,0.8945578231292518,0.7342687368066348,0.4488959312438965,5ke8_A_MA0039.2.jaspar.npz,True
egr1,baseline,frozen,5,2wbu_A_KLF4_MOUSE.H11MO.0.A,C2H2 zinc finger,KLF4,KRUEPPEL-LIKE FACTOR 4,0.725236895668786,0.375,0.8055555555555557,0.5201723530082885,0.4703017771244049,2wbu_A_KLF4_MOUSE.H11MO.0.A.npz,True
egr1,baseline,frozen,5,5ke7_A_KLF4_MOUSE.H11MO.0.A,C2H2 zinc finger,KLF4,Krueppel-like factor 4,0.9392594284727238,0.5625,1.0,0.556989675580671,0.3100340962409973,5ke7_A_KLF4_MOUSE.H11MO.0.A.npz,True
egr1,baseline,frozen,5,6u81_A_DUX4_HUMAN.H11MO.0.A,Homeodomain,DUX4,Double homeobox protein 4,0.6041076696211738,0.45081935704652476,0.89,0.587256548320023,0.5868864059448242,6u81_A_DUX4_HUMAN.H11MO.0.A.npz,False
egr1,baseline,frozen,5,6a8r_A_DUX4_HUMAN.H11MO.0.A,Homeodomain,DUX4,Double homeobox protein 4,0.7204232957446948,0.5939507733308834,0.9580498866213153,0.717249303030946,0.6514856219291687,6a8r_A_DUX4_HUMAN.H11MO.0.A.npz,False
egr1,baseline,frozen,5,5z2t_D_DUX4_HUMAN.H11MO.0.A,Homeodomain,DUX4,DUX4,0.13404189217835666,0.22068821877976755,0.5273998488284203,0.05660627035293876,1.2438911199569702,5z2t_D_DUX4_HUMAN.H11MO.0.A.npz,False
egr1,baseline,frozen,5,6dfy_C_MA0468.1.jaspar,Homeodomain,MA0468.1,DUX4,0.3376658498178585,0.31449169886477807,0.9176954732510287,0.46618531906967053,0.9959328770637512,6dfy_C_MA0468.1.jaspar.npz,False
egr1,baseline,frozen,5,6dfy_D_DUX4_HUMAN.H11MO.0.A,Homeodomain,DUX4,DUX4,0.3495666664326563,0.38286042158922007,0.9223356009070295,0.45780350834244254,1.0198532342910767,6dfy_D_DUX4_HUMAN.H11MO.0.A.npz,False
egr1,baseline,frozen,5,1vkx_B_NFKB1_MOUSE.H11MO.0.A,Rel/NF-κB (RHD),NFKB1,PROTEIN (NF-KAPPA B P65 SUBUNIT),0.5863417020998896,0.5148683298050514,0.93,0.6188517154950188,0.5645577311515808,1vkx_B_NFKB1_MOUSE.H11MO.0.A.npz,False
egr1,baseline,frozen,5,3gut_D_MA0105.4.jaspar,Rel/NF-κB (RHD),MA0105.4,Transcription factor p65,0.3986320176415823,0.3,0.6228298611111112,0.37904411220278134,0.9402251839637756,3gut_D_MA0105.4.jaspar.npz,False
egr1,baseline,frozen,5,2i9t_B_NFKB1_MOUSE.H11MO.0.A,Rel/NF-κB (RHD),NFKB1,Transcription factor p65,0.8259610129520297,0.4448683298050514,0.98,0.6079776115962277,0.39675435423851013,2i9t_B_NFKB1_MOUSE.H11MO.0.A.npz,False
egr1,baseline,frozen,5,3gut_H_MA0105.4.jaspar,Rel/NF-κB (RHD),MA0105.4,Transcription factor p65,0.4841260419819843,0.43636363636363645,0.6861979166666669,0.39614298493524386,0.890961229801178,3gut_H_MA0105.4.jaspar.npz,False
egr1,baseline,frozen,5,6od3_E_ITF2_HUMAN.H11MO.0.C,bHLH,ITF2,Transcription factor 4,0.48448504680501564,0.35714285714285715,0.9183333333333333,0.5146013344468655,0.54967200756073,6od3_E_ITF2_HUMAN.H11MO.0.C.npz,False
egr1,baseline,frozen,5,6od3_B_ITF2_HUMAN.H11MO.0.C,bHLH,ITF2,Transcription factor 4,0.5047497017575162,0.38571428571428573,0.9066666666666666,0.5319587364718278,0.5263444781303406,6od3_B_ITF2_HUMAN.H11MO.0.C.npz,False
egr1,baseline,frozen,5,6od3_F_MA0830.2.jaspar,bHLH,MA0830.2,Transcription factor 4,0.7394026936963201,0.39999999999999997,0.9739583333333334,0.6010191398265997,0.436702698469162,6od3_F_MA0830.2.jaspar.npz,False
egr1,baseline,frozen,5,6od3_A_MA0830.2.jaspar,bHLH,MA0830.2,Transcription factor 4,0.7599257131417593,0.5,0.953125,0.6317069562695418,0.40104803442955017,6od3_A_MA0830.2.jaspar.npz,False
egr1,baseline,frozen,5,7cli_B_MA0778.1.jaspar,Rel/NF-κB (RHD),MA0778.1,Nuclear factor NF-kappa-B p52 subunit,0.5621977562744481,0.380409255338946,0.8671875,0.6195935433930795,0.5999754071235657,7cli_B_MA0778.1.jaspar.npz,False
egr1,baseline,frozen,5,7vuq_B_NFKB2_HUMAN.H11MO.0.B,Rel/NF-κB (RHD),NFKB2,Nuclear factor NF-kappa-B p52 subunit,0.7553332608552988,0.6103267601925331,0.8757233796296297,0.6453865917362065,0.4889622926712036,7vuq_B_NFKB2_HUMAN.H11MO.0.B.npz,False
egr1,baseline,frozen,5,7cli_A_NFKB2_HUMAN.H11MO.0.B,Rel/NF-κB (RHD),NFKB2,Nuclear factor NF-kappa-B p52 subunit,0.5378081307968717,0.3751860251540663,0.8890335648148148,0.4634936231671403,0.7240560054779053,7cli_A_NFKB2_HUMAN.H11MO.0.B.npz,False
egr1,baseline,frozen,5,7vuq_A_NFKB2_HUMAN.H11MO.0.B,Rel/NF-κB (RHD),NFKB2,Nuclear factor NF-kappa-B p52 subunit,0.7553332215704193,0.6103267601925331,0.8757233796296297,0.6453865819219967,0.4889623522758484,7vuq_A_NFKB2_HUMAN.H11MO.0.B.npz,False
egr1,baseline,frozen,5,4l0z_A_RUNX1_MOUSE.H11MO.0.A,Runt,RUNX1,RUNX1,0.7960490298701188,0.6726423537605237,0.9522222222222223,0.6200545207102749,0.4609185457229614,4l0z_A_RUNX1_MOUSE.H11MO.0.A.npz,False
egr1,baseline,frozen,5,3wtu_A_RUNX1_MOUSE.H11MO.0.A,Runt,RUNX1,Runt-related transcription factor 1,0.5424639416960417,0.5101423537605237,0.938888888888889,0.5219422622096173,0.6099528074264526,3wtu_A_RUNX1_MOUSE.H11MO.0.A.npz,False
egr1,baseline,frozen,5,1hjb_F_RUNX1_MOUSE.H11MO.0.A,Runt,RUNX1,CCAAT/ENHANCER BINDING PROTEIN BETA,0.7908750445478492,0.7043614125658455,0.970625,0.6474367098501335,0.43141037225723267,1hjb_F_RUNX1_MOUSE.H11MO.0.A.npz,False
egr1,baseline,frozen,5,3wts_F_RUNX1_MOUSE.H11MO.0.A,Runt,RUNX1,Runt-related transcription factor 1,0.5104894495452754,0.4226423537605237,0.9444444444444445,0.47909036723929693,0.5977815389633179,3wts_F_RUNX1_MOUSE.H11MO.0.A.npz,False
egr1,baseline,frozen,5,3wtw_F_RUNX1_MOUSE.H11MO.0.A,Runt,RUNX1,Runt-related transcription factor 1,0.6868823586264625,0.5601423537605237,0.9766666666666667,0.5471739715626007,0.4835191071033478,3wtw_F_RUNX1_MOUSE.H11MO.0.A.npz,False
egr1,baseline,frozen,5,5kl4_A_WT1_HUMAN.H11MO.0.C,C2H2 zinc finger,WT1,Wilms tumor protein,0.6811037260922603,0.6111111111111112,0.9192708333333334,0.5260447015262459,0.519298255443573,5kl4_A_WT1_HUMAN.H11MO.0.C.npz,True
egr1,baseline,frozen,5,4r2p_A_WT1_HUMAN.H11MO.0.C,C2H2 zinc finger,WT1,"Wilms tumor protein, isoform 4/CRA_a",0.8151340818601764,0.7111111111111111,0.9505208333333334,0.5783261364985987,0.40059545636177063,4r2p_A_WT1_HUMAN.H11MO.0.C.npz,True
egr1,baseline,frozen,5,5kl4_D_WT1_HUMAN.H11MO.0.C,C2H2 zinc finger,WT1,Wilms tumor protein,0.6235091368208587,0.4555555555555555,0.90625,0.5216783486424353,0.5689904689788818,5kl4_D_WT1_HUMAN.H11MO.0.C.npz,True
egr1,baseline,frozen,5,5kl3_A_WT1_HUMAN.H11MO.0.C,C2H2 zinc finger,WT1,Wilms tumor protein,0.698430816267824,0.6222222222222222,0.6171875,0.5192836665821793,0.504026472568512,5kl3_A_WT1_HUMAN.H11MO.0.C.npz,True
egr1,baseline,frozen,5,6b0q_A_WT1_HUMAN.H11MO.0.C,C2H2 zinc finger,WT1,Wilms tumor protein,0.5930921854192598,0.4222222222222222,0.7643229166666666,0.5148570226613075,0.5463231801986694,6b0q_A_WT1_HUMAN.H11MO.0.C.npz,True
egr1,baseline,frozen,5,5vmu_A_KAISO_HUMAN.H11MO.0.A,C2H2 zinc finger,KAISO,ZBTB33/Kaiso,0.5001804736546345,0.4133610106261997,0.823125,0.3511412418491877,0.7710413336753845,5vmu_A_KAISO_HUMAN.H11MO.0.A.npz,True
egr1,baseline,frozen,5,5vmv_A_KAISO_HUMAN.H11MO.0.A,C2H2 zinc finger,KAISO,ZBTB33/Kaiso,0.40703504367477517,0.3291135541487088,0.7475,0.34804525470827596,0.8146128058433533,5vmv_A_KAISO_HUMAN.H11MO.0.A.npz,True
egr1,baseline,frozen,5,2lt7_A_MA0527.1.jaspar,C2H2 zinc finger,MA0527.1,CTCF,0.40234449106667725,0.45351380989164053,0.7908333333333335,0.3098575852195747,0.9246959686279297,2lt7_A_MA0527.1.jaspar.npz,True
egr1,baseline,frozen,5,4f6n_A_MA0527.1.jaspar,C2H2 zinc finger,MA0527.1,CTCF,0.2258066279658427,0.22404419772159137,0.6180555555555556,0.3245775242387461,0.882961630821228,4f6n_A_MA0527.1.jaspar.npz,True
egr1,baseline,frozen,5,6dfc_A_MA0527.1.jaspar,C2H2 zinc finger,MA0527.1,CTCF,0.47660402381526573,0.4428571428571428,0.8333333333333334,0.3910933124719171,0.7366542220115662,6dfc_A_MA0527.1.jaspar.npz,True
egr1,baseline,frozen,5,1e3o_C_MA0785.1.jaspar,Homeodomain (POU),MA0785.1,OCTAMER-BINDING TRANSCRIPTION FACTOR 1,0.8040148600004613,0.42000000000000004,1.0,0.563064776112421,0.4473039209842682,1e3o_C_MA0785.1.jaspar.npz,False
egr1,augmented,frozen,0,2evi_A_MA0343.1.jaspar,TBP / β-saddle,MA0343.1,NDT80 protein,0.6515032648225315,0.4670320319406298,0.8454861111111112,0.4850435966109462,0.6987786293029785,2evi_A_MA0343.1.jaspar.npz,False
egr1,augmented,frozen,0,2evf_A_MA0343.1.jaspar,TBP / β-saddle,MA0343.1,NDT80 protein,0.661236993019702,0.5070320319406297,0.8356481481481483,0.5316266958697887,0.6239446401596069,2evf_A_MA0343.1.jaspar.npz,False
egr1,augmented,frozen,0,2evj_A_MA0343.1.jaspar,TBP / β-saddle,MA0343.1,NDT80 protein,0.8181477591861039,0.5158807845868413,0.9114583333333334,0.6434601071548449,0.5313120484352112,2evj_A_MA0343.1.jaspar.npz,False
egr1,augmented,frozen,0,2etw_A_MA0343.1.jaspar,TBP / β-saddle,MA0343.1,NDT80 protein,0.8279415490105748,0.5376947458991788,0.8449074074074074,0.6657819629144603,0.5223023891448975,2etw_A_MA0343.1.jaspar.npz,False
egr1,augmented,frozen,0,2euz_A_MA0343.1.jaspar,TBP / β-saddle,MA0343.1,NDT80 protein,0.5971254331321688,0.39851601597031494,0.8321759259259259,0.4046954185110434,0.6962153315544128,2euz_A_MA0343.1.jaspar.npz,False
egr1,augmented,frozen,0,7dcj_B_MA0486.2.jaspar,HSF,MA0486.2,Heat shock factor protein 1,0.9302369552897289,0.697674231287552,0.9895833333333334,0.9074071443050353,0.34332138299942017,7dcj_B_MA0486.2.jaspar.npz,False
