tf,arm,dna,entry,family,motif,tf_name,n_seeds,mean_pearsonr,mean_spearmanr,mean_auroc,mean_ic_weighted_pcc,mean_mae
engrailed,baseline,frozen,5kl3_A_WT1_HUMAN.H11MO.0.C.npz,C2H2 zinc finger,WT1,Wilms tumor protein,5,0.7354144864735039,0.47111111111111115,0.859375,0.5533716979820309,0.48203009366989136
engrailed,baseline,frozen,6b0q_A_WT1_HUMAN.H11MO.0.C.npz,C2H2 zinc finger,WT1,Wilms tumor protein,5,0.6479737547536691,0.4355555555555556,0.6492187500000001,0.522106849979391,0.5413606464862823
engrailed,baseline,frozen,5vmu_A_KAISO_HUMAN.H11MO.0.A.npz,C2H2 zinc finger,KAISO,ZBTB33/Kaiso,5,0.5938715160772619,0.4792479231610297,0.8848750000000001,0.41540501260663276,0.706659609079361
engrailed,baseline,frozen,5vmv_A_KAISO_HUMAN.H11MO.0.A.npz,C2H2 zinc finger,KAISO,ZBTB33/Kaiso,5,0.4381329911782152,0.33987641488983755,0.8224444444444444,0.3897593601474628,0.8194184184074402
engrailed,baseline,frozen,2lt7_A_MA0527.1.jaspar.npz,C2H2 zinc finger,MA0527.1,CTCF,5,0.5889342393759371,0.4999539050561695,0.8620000000000001,0.4322500623855082,0.6751629710197449
engrailed,baseline,frozen,4f6n_A_MA0527.1.jaspar.npz,C2H2 zinc finger,MA0527.1,CTCF,5,0.14776173746213317,0.2510752594881319,0.5587962962962962,0.22970305318263767,0.9806313753128052
engrailed,baseline,frozen,6dfc_A_MA0527.1.jaspar.npz,C2H2 zinc finger,MA0527.1,CTCF,5,0.6156759482475795,0.47782257164927,0.8863333333333333,0.5102453676223979,0.6222324907779694
engrailed,baseline,frozen,1e3o_C_MA0785.1.jaspar.npz,Homeodomain (POU),MA0785.1,OCTAMER-BINDING TRANSCRIPTION FACTOR 1,5,0.6344390500802547,0.476,0.8652777777777777,0.49706035988106556,0.5736790776252747
engrailed,augmented,frozen,2evi_A_MA0343.1.jaspar.npz,TBP / β-saddle,MA0343.1,NDT80 protein,5,0.7633525951119372,0.5998697542804614,0.9212962962962964,0.6018405576643884,0.5251798868179322
engrailed,augmented,frozen,2evf_A_MA0343.1.jaspar.npz,TBP / β-saddle,MA0343.1,NDT80 protein,5,0.7771610506484284,0.5971402170474087,0.9275462962962964,0.601321960554228,0.4599470853805542
engrailed,augmented,frozen,2evj_A_MA0343.1.jaspar.npz,TBP / β-saddle,MA0343.1,NDT80 protein,5,0.859978072339436,0.659698400278578,0.971875,0.6800062661708383,0.4174309432506561
engrailed,augmented,frozen,2etw_A_MA0343.1.jaspar.npz,TBP / β-saddle,MA0343.1,NDT80 protein,5,0.7966862742122935,0.6011467021562552,0.8638888888888889,0.678640838426163,0.4519499480724335
engrailed,augmented,frozen,2euz_A_MA0343.1.jaspar.npz,TBP / β-saddle,MA0343.1,NDT80 protein,5,0.6920105025102385,0.5926519595914936,0.8771990740740743,0.4871606706057702,0.5828054428100586
engrailed,augmented,frozen,7dcj_B_MA0486.2.jaspar.npz,HSF,MA0486.2,Heat shock factor protein 1,5,0.9325643600896001,0.6322027020396568,0.996875,0.9088877924353088,0.15404222458600997
engrailed,augmented,frozen,7dcj_A_HSF1_HUMAN.H11MO.0.A.npz,HSF,HSF1,Heat shock factor protein 1,5,0.6788441004697233,0.4055097885794199,0.9583333333333334,0.6922260741171223,0.3591727793216705
engrailed,augmented,frozen,5hdn_A_HSF1_HUMAN.H11MO.0.A.npz,HSF,HSF1,Heat shock factor protein 1,5,0.7153402234439272,0.5469209978830308,0.9440972222222221,0.4328889893197786,0.6530455887317658
engrailed,augmented,frozen,3wtw_C_ETS1_HUMAN.H11MO.0.A.npz,ETS,ETS1,Runt-related transcription factor 1,5,0.7204887295028312,0.558,0.9020000000000001,0.5467952147513893,0.5300566196441651
engrailed,augmented,frozen,4l0z_B_MA0098.3.jaspar.npz,ETS,MA0098.3,RUNX1,5,0.6944889665297523,0.5301393850300417,0.9024305555555555,0.5531244173140116,0.6129805207252502
engrailed,augmented,frozen,3wtu_C_ETS1_HUMAN.H11MO.0.A.npz,ETS,ETS1,Runt-related transcription factor 1,5,0.7097562564886175,0.54,0.9053333333333333,0.548461533121754,0.5445949852466583
engrailed,augmented,frozen,3wts_C_ETS1_HUMAN.H11MO.0.A.npz,ETS,ETS1,Runt-related transcription factor 1,5,0.7429269682522863,0.546,0.916,0.5745419828895288,0.5167294085025788
engrailed,augmented,frozen,3wtw_H_MA0098.3.jaspar.npz,ETS,MA0098.3,Runt-related transcription factor 1,5,0.5780776089486608,0.42349027438936815,0.8806712962962964,0.49598855268242625,0.6767342567443848
engrailed,augmented,frozen,1n6j_A_MA0660.1.jaspar.npz,MADS-box,MA0660.1,Myocyte-specific enhancer factor 2B,5,0.7792650340916589,0.7178482861257447,0.9479166666666667,0.7073309606891429,0.514820909500122
engrailed,augmented,frozen,6byy_A_MA0660.1.jaspar.npz,MADS-box,MA0660.1,MEF2 CHIMERA,5,0.7996366934747332,0.7518733427395292,0.9575520833333332,0.7674400256167283,0.514485102891922
engrailed,augmented,frozen,6byy_D_MA0660.1.jaspar.npz,MADS-box,MA0660.1,MEF2 CHIMERA,5,0.7905749707275795,0.6195563968091528,0.84921875,0.6695568329410676,0.49815040826797485
engrailed,augmented,frozen,1n6j_B_MEF2B_HUMAN.H11MO.0.A.npz,MADS-box,MEF2B,Myocyte-specific enhancer factor 2B,5,0.636415555542335,0.6545437744847147,0.7898715041572185,0.4359793002423105,0.6635465264320374
engrailed,augmented,frozen,6byy_B_MA0660.1.jaspar.npz,MADS-box,MA0660.1,MEF2 CHIMERA,5,0.7996366645726893,0.7518733427395292,0.9575520833333332,0.767440008287462,0.5144851386547089
engrailed,augmented,frozen,1c7u_B_MEF2A_HUMAN.H11MO.0.A.npz,MADS-box,MEF2A,"MYOCYTE-SPECIFIC ENHANCER FACTOR 2A, C4 FORM",5,0.2083615450760893,0.15,0.49711934156378607,0.12978936288509027,1.0538363456726074
engrailed,augmented,frozen,1c7u_A_MEF2A_HUMAN.H11MO.0.A.npz,MADS-box,MEF2A,"MYOCYTE-SPECIFIC ENHANCER FACTOR 2A, C4 FORM",5,0.2083615527672616,0.15,0.49711934156378607,0.1297893817879878,1.0538363456726074
engrailed,augmented,frozen,3kov_B_MEF2A_HUMAN.H11MO.0.A.npz,MADS-box,MEF2A,Myocyte-specific enhancer factor 2A,5,0.5205492714989102,0.62,0.8674479166666667,0.3196017013555556,0.8082775831222534
engrailed,augmented,frozen,3kov_I_MA0052.4.jaspar.npz,MADS-box,MA0052.4,Myocyte-specific enhancer factor 2A,5,0.6943110323200623,0.7222222222222222,0.9283854166666667,0.5382001369045664,0.5771044373512269
engrailed,augmented,frozen,6byy_A_MEF2A_HUMAN.H11MO.0.A.npz,MADS-box,MEF2A,MEF2 CHIMERA,5,0.7067959934473038,0.7422222222222221,0.9244791666666666,0.5587112888394656,0.6288143515586853
engrailed,augmented,frozen,3iag_C_SUH_MOUSE.H11MO.0.A.npz,CSL/RBPJ,SUH,Recombining binding protein suppressor of hairless,5,0.7843053677846911,0.525,0.965625,0.6188842746905273,0.34255086779594424
engrailed,augmented,frozen,6wqu_C_SUH_MOUSE.H11MO.0.A.npz,CSL/RBPJ,SUH,Recombining binding protein suppressor of hairless,5,0.8044255159111344,0.565,0.9520833333333332,0.6228638279667231,0.3631327450275421
engrailed,augmented,frozen,6dks_G_SUH_MOUSE.H11MO.0.A.npz,CSL/RBPJ,SUH,Recombining binding protein suppressor of hairless,5,0.7280739766632905,0.5325,0.9447916666666666,0.5625256072051791,0.47577656507492067
engrailed,augmented,frozen,6dks_C_SUH_MOUSE.H11MO.0.A.npz,CSL/RBPJ,SUH,Recombining binding protein suppressor of hairless,5,0.7442626821342856,0.5424999999999999,0.965625,0.5804554843311005,0.4202017307281494
engrailed,augmented,frozen,3v79_C_MA1116.1.jaspar.npz,CSL/RBPJ,MA1116.1,Neurogenic locus notch homolog protein 1,5,0.6856499829154927,0.4152740239554723,0.9552083333333334,0.7256413157905445,0.5157259821891784
engrailed,augmented,frozen,1srs_B_SRF_HUMAN.H11MO.0.A.npz,MADS-box,SRF,PROTEIN (SERUM RESPONSE FACTOR (SRF)),5,0.6580604316984219,0.5902989352241518,0.8418518518518517,0.48327775692182795,0.6262458920478821
engrailed,augmented,frozen,1srs_A_SRF_HUMAN.H11MO.0.A.npz,MADS-box,SRF,PROTEIN (SERUM RESPONSE FACTOR (SRF)),5,0.6580604241949253,0.5902989352241518,0.8418518518518517,0.48327767737358157,0.6262458562850952
engrailed,augmented,frozen,1ram_A_TF65_MOUSE.H11MO.0.A.npz,Rel/NF-κB (RHD),TF65,PROTEIN (TRANSCRIPTION FACTOR NF-KB P65),5,0.45199306636175607,0.506,0.8220000000000001,0.26378906627599286,0.9298220157623291
engrailed,augmented,frozen,1vkx_A_TF65_MOUSE.H11MO.0.A.npz,Rel/NF-κB (RHD),TF65,PROTEIN (NF-KAPPA B P65 SUBUNIT),5,0.7091374521060333,0.508,0.9213333333333333,0.5886676102177859,0.4654709041118622
engrailed,augmented,frozen,2i9t_A_TF65_MOUSE.H11MO.0.A.npz,Rel/NF-κB (RHD),TF65,Transcription factor p65,5,0.8468239605026611,0.6140000000000001,0.976,0.6552397793040385,0.4149061679840088
engrailed,augmented,frozen,3gut_E_MA0107.1.jaspar.npz,Rel/NF-κB (RHD),MA0107.1,Transcription factor p65,5,0.7244837230071426,0.5648486390244634,0.9533333333333334,0.7108934327072718,0.44461649656295776
engrailed,augmented,frozen,1ram_B_TF65_MOUSE.H11MO.0.A.npz,Rel/NF-κB (RHD),TF65,PROTEIN (TRANSCRIPTION FACTOR NF-KB P65),5,0.4519930839713197,0.506,0.8220000000000001,0.2637890890362344,0.9298220276832581
engrailed,augmented,frozen,7jm4_H_MA1419.1.jaspar.npz,IRF,MA1419.1,Interferon regulatory factor 4,5,0.7083389475342118,0.538,0.9336805555555555,0.7549953254662953,0.5517580926418304
engrailed,augmented,frozen,7jm4_A_MA1419.1.jaspar.npz,IRF,MA1419.1,Interferon regulatory factor 4,5,0.7157715017534791,0.522,0.9373842592592594,0.7743305598717856,0.5612668097019196
engrailed,augmented,frozen,7jm4_G_MA1419.1.jaspar.npz,IRF,MA1419.1,Interferon regulatory factor 4,5,0.708338952892227,0.538,0.9336805555555555,0.7549953162023232,0.551758086681366
engrailed,augmented,frozen,7jm4_B_MA1419.1.jaspar.npz,IRF,MA1419.1,Interferon regulatory factor 4,5,0.7157714996952562,0.522,0.9373842592592594,0.7743305597657384,0.5612667798995972
engrailed,augmented,frozen,2ady_A_MA0106.3.jaspar.npz,p53-like,MA0106.3,Cellular tumor antigen p53,5,0.7428618904500035,0.6360000000000001,0.9177248677248677,0.5220310279335288,0.49923402070999146
engrailed,augmented,frozen,3q05_B_P53_HUMAN.H11MO.0.A.npz,p53-like,P53,Cellular tumor antigen p53,5,0.7683259513473604,0.588,0.9260127314814814,0.4720233751582198,0.48856658935546876
engrailed,augmented,frozen,6fj5_C_P53_HUMAN.H11MO.0.A.npz,p53-like,P53,Cellular tumor antigen p53,5,0.4066036644947599,0.27699999999999997,0.6877893518518519,0.16039589188716613,0.9318236351013184
engrailed,augmented,frozen,6fj5_D_P53_HUMAN.H11MO.0.A.npz,p53-like,P53,Cellular tumor antigen p53,5,0.4066036448435625,0.27699999999999997,0.6877893518518519,0.16039588249141193,0.9318236351013184
engrailed,augmented,frozen,6fj5_A_P53_HUMAN.H11MO.0.A.npz,p53-like,P53,Cellular tumor antigen p53,5,0.4066036489370163,0.27699999999999997,0.6877893518518519,0.16039588425077442,0.9318236231803894
engrailed,augmented,frozen,6vge_A_ERG_HUMAN.H11MO.0.A.npz,ETS,ERG,Transcriptional regulator ERG,5,0.4267262141530713,0.4293143569999514,0.8214166666666666,0.4018696049473866,0.7982301235198974
engrailed,augmented,frozen,6vgg_A_ERG_HUMAN.H11MO.0.A.npz,ETS,ERG,Transcriptional regulator ERG,5,0.3989695262668344,0.4108153451769808,0.8042916666666666,0.31800677560790536,0.860187828540802
engrailed,augmented,frozen,6vg2_D_FLI1_HUMAN.H11MO.0.A.npz,ETS,FLI1,Friend leukemia integration 1 transcription factor,5,0.7367975663238516,0.4859501808728406,0.9277777777777778,0.5546374546205366,0.4388590931892395
engrailed,augmented,frozen,6vg2_A_FLI1_HUMAN.H11MO.0.A.npz,ETS,FLI1,Friend leukemia integration 1 transcription factor,5,0.6228856274722299,0.34874258867227936,0.8814814814814815,0.4762675714197388,0.5654774010181427
engrailed,augmented,frozen,6vg8_A_FLI1_HUMAN.H11MO.0.A.npz,ETS,FLI1,Friend leukemia integration 1 transcription factor,5,0.47870353567413987,0.540633453915227,0.8462962962962963,0.30998457189708317,0.8474428653717041
engrailed,augmented,frozen,6lbi_L_FOXO1_HUMAN.H11MO.0.A.npz,Forkhead,FOXO1,Forkhead box protein O1,5,0.8788545460434705,0.5142857142857143,0.9958333333333332,0.55078413442291,0.39121463894844055
engrailed,augmented,frozen,6lbi_K_FOXO1_HUMAN.H11MO.0.A.npz,Forkhead,FOXO1,Forkhead box protein O1,5,0.8788545471610576,0.5142857142857143,0.9958333333333332,0.5507841354773888,0.39121462106704713
engrailed,augmented,frozen,6lbi_D_FOXO1_HUMAN.H11MO.0.A.npz,Forkhead,FOXO1,Forkhead box protein O1,5,0.8266841840120829,0.49142857142857144,0.9795,0.515869246480308,0.4547517478466034
engrailed,augmented,frozen,3coa_C_FOXO1_HUMAN.H11MO.0.A.npz,Forkhead,FOXO1,Forkhead box protein O1,5,0.6860509328625215,0.37714285714285717,0.9466666666666667,0.5414816161321693,0.5803110957145691
engrailed,augmented,frozen,6lbi_C_FOXO1_HUMAN.H11MO.0.A.npz,Forkhead,FOXO1,Forkhead box protein O1,5,0.8266841741001499,0.49142857142857144,0.9795,0.5158692473704963,0.4547517478466034
engrailed,augmented,frozen,1pzu_H_NFAC2_HUMAN.H11MO.0.B.npz,Rel/NF-κB (RHD),NFAC2,"Nuclear factor of activated T-cells, cytoplasmic 2",5,0.7502785396393543,0.5415945697543598,0.975,0.7864054847633455,0.5103307485580444
engrailed,augmented,frozen,1pzu_L_MA0152.1.jaspar.npz,Rel/NF-κB (RHD),MA0152.1,"Nuclear factor of activated T-cells, cytoplasmic 2",5,0.8194801056679959,0.5983801940873186,0.9822916666666668,0.7369586512410745,0.35588503777980807
engrailed,augmented,frozen,5lty_K_CDX2_HUMAN.H11MO.0.A.npz,Homeodomain,CDX2,Homeobox protein CDX-2,5,0.49018891459457914,0.4555820154976443,0.7529224537037036,0.4345400131789573,0.6410829305648804
engrailed,augmented,frozen,5lty_M_MA0465.2.jaspar.npz,Homeodomain,MA0465.2,Homeobox protein CDX-2,5,0.8203802197845654,0.688,0.9120000000000001,0.6014890709892421,0.4224256992340088
engrailed,augmented,frozen,5vpf_B_JUND_HUMAN.H11MO.0.A.npz,bZIP,JUND,Protein fosB,5,0.7597445087921288,0.5244451027311587,0.8680555555555556,0.6723220819927841,0.6212143242359162
engrailed,augmented,frozen,5yef_B_MA1930.1.jaspar.npz,C2H2 zinc finger,MA1930.1,Transcriptional repressor CTCF,5,0.5410285942689774,0.5666666666666667,0.8040710059171599,0.440209580970521,0.6486298739910126
engrailed,augmented,frozen,5und_A_MA1930.1.jaspar.npz,C2H2 zinc finger,MA1930.1,Transcriptional repressor CTCF,5,0.3203885588524426,0.31279999999999997,0.7336797682035776,0.4204637175843847,0.6636546850204468
engrailed,augmented,frozen,5yef_J_CTCF_HUMAN.H11MO.0.A.npz,C2H2 zinc finger,CTCF,Transcriptional repressor CTCF,5,0.5663265761114806,0.5432099681125394,0.7789351851851852,0.4428652231092832,0.7049962162971497
engrailed,augmented,frozen,5und_B_MA1930.1.jaspar.npz,C2H2 zinc finger,MA1930.1,Transcriptional repressor CTCF,5,0.4389392827724805,0.3782608695652174,0.8010588876073305,0.4810338420784698,0.6229232668876648
engrailed,augmented,frozen,5yef_G_MA1930.1.jaspar.npz,C2H2 zinc finger,MA1930.1,Transcriptional repressor CTCF,5,0.44133474161062625,0.4477777777777778,0.7428757396449704,0.39931359218809614,0.7116310954093933
engrailed,augmented,frozen,2wty_B_MA0117.2.jaspar.npz,bZIP,MA0117.2,TRANSCRIPTION FACTOR MAFB,5,0.579634606194767,0.39685797680428603,0.8617134353741497,0.5516054951676124,0.6822506308555603
engrailed,augmented,frozen,2wty_A_MA0117.2.jaspar.npz,bZIP,MA0117.2,TRANSCRIPTION FACTOR MAFB,5,0.5796346169557761,0.39685797680428603,0.8617134353741497,0.5516054977028853,0.6822506189346313
engrailed,augmented,frozen,6x6e_B_MA0113.3.jaspar.npz,Nuclear receptor (Zn),MA0113.3,Glucocorticoid receptor,5,0.45116581008563417,0.3827221836954661,0.8980452674897119,0.5589860341478381,0.6368454098701477
engrailed,augmented,frozen,6x6e_A_GCR_HUMAN.H11MO.0.A.npz,Nuclear receptor (Zn),GCR,Glucocorticoid receptor,5,0.5452802539378687,0.4876578886536702,0.9081666666666667,0.370218641285431,0.5710199475288391
engrailed,augmented,frozen,5emq_B_GCR_HUMAN.H11MO.0.A.npz,Nuclear receptor (Zn),GCR,Glucocorticoid receptor,5,0.6173175531020388,0.5345945432621473,0.9038333333333334,0.4673101800075042,0.4983800411224365
engrailed,augmented,frozen,5emp_B_MA0113.3.jaspar.npz,Nuclear receptor (Zn),MA0113.3,Glucocorticoid receptor,5,0.7735777335630458,0.6373888503621327,0.9336419753086419,0.7287714065572002,0.4721825301647186
engrailed,augmented,frozen,5emp_A_GCR_HUMAN.H11MO.0.A.npz,Nuclear receptor (Zn),GCR,Glucocorticoid receptor,5,0.6766434060291309,0.5902339262395511,0.9156666666666666,0.4726426172085512,0.4887964606285095
engrailed,augmented,frozen,1le8_B_MA0328.2.jaspar.npz,Homeodomain,MA0328.2,HAP1,5,0.6190569184720516,0.6074030793721926,0.8143703703703704,0.4369858021410077,0.7552743792533875
engrailed,augmented,frozen,6fbr_B_RXRA_HUMAN.H11MO.0.A.npz,Nuclear receptor (Zn),RXRA,Retinoic acid receptor RXR-alpha,5,0.6845465378861667,0.5177777777777778,0.8756666666666668,0.31941049055424664,0.7391800284385681
engrailed,augmented,frozen,4cn3_D_RXRA_HUMAN.H11MO.0.A.npz,Nuclear receptor (Zn),RXRA,RETINOIC ACID RECEPTOR RXR-ALPHA,5,0.6551817213392093,0.5177777777777778,0.8779583333333335,0.29483134975774916,0.7927024006843567
engrailed,augmented,frozen,4cn3_C_MA0065.1.jaspar.npz,Nuclear receptor (Zn),MA0065.1,RETINOIC ACID RECEPTOR RXR-ALPHA,5,0.6577454447419898,0.580219007752221,0.8564625850340135,0.5977699901061952,0.6042919039726258
engrailed,augmented,frozen,6fbq_A_MA0065.1.jaspar.npz,Nuclear receptor (Zn),MA0065.1,Retinoic acid receptor RXR-alpha,5,0.6574957326686542,0.5878441284810056,0.8765306122448979,0.6142836266156733,0.5630454897880555
engrailed,augmented,frozen,1r0n_A_MA0115.1.jaspar.npz,Nuclear receptor (Zn),MA0115.1,Retinoic acid receptor RXR-alpha,5,0.5039036974092596,0.448441081300656,0.8027777777777778,0.5252427660929649,0.8224200367927551
engrailed,augmented,frozen,2erg_B_MA0324.1.jaspar.npz,Zn2Cys6 cluster,MA0324.1,Regulatory protein LEU3,5,0.6575139735592529,0.6178885330023387,0.845427059712774,0.6259749236498451,0.6166135728359222
engrailed,augmented,frozen,2erg_A_MA0324.1.jaspar.npz,Zn2Cys6 cluster,MA0324.1,Regulatory protein LEU3,5,0.6575139723601751,0.6178885330023387,0.845427059712774,0.6259749333380057,0.6166135907173157
engrailed,augmented,frozen,7oh9_K_MA0386.1.jaspar.npz,TBP / β-saddle,MA0386.1,Histone H3.2,5,0.410428294364101,0.2571428571428572,1.0,0.34678172734151147,1.038891816139221
engrailed,augmented,frozen,4r2d_A_MA0162.4.jaspar.npz,C2H2 zinc finger,MA0162.4,Early growth response protein 1,5,0.5518164622096811,0.346,0.7770833333333333,0.5430650821650749,0.5706603765487671
engrailed,augmented,frozen,1a1j_A_MA0162.1.jaspar.npz,C2H2 zinc finger,MA0162.1,PROTEIN (RADR ZIF268 ZINC FINGER PEPTIDE),5,0.5979031366127311,0.5096217512035784,0.8222222222222222,0.533840132477163,0.6390555083751679
engrailed,augmented,frozen,4x9j_A_MA0162.4.jaspar.npz,C2H2 zinc finger,MA0162.4,Early growth response protein 1,5,0.6155562580842525,0.38,0.8325520833333332,0.5670252144163044,0.5219418466091156
engrailed,augmented,frozen,1a1i_A_MA0162.1.jaspar.npz,C2H2 zinc finger,MA0162.1,RADR ZIF268 ZINC FINGER PEPTIDE,5,0.6219155547019909,0.5435246194924723,0.8316326530612244,0.5691243411209639,0.5913356482982636
engrailed,augmented,frozen,1a1g_A_MA0162.1.jaspar.npz,C2H2 zinc finger,MA0162.1,DSNR ZINC FINGER PEPTIDE,5,0.609743963551009,0.5652971958832417,0.8251157407407408,0.5572423572918634,0.6145695567131042
engrailed,augmented,frozen,1gu4_A_MA0466.3.jaspar.npz,bZIP,MA0466.3,CAAT/ENHANCER BINDING PROTEIN BETA,5,0.5221100874992166,0.4026607376044901,0.8161458333333333,0.45361124465055597,0.6817733883857727
engrailed,augmented,frozen,1gu5_A_MA0466.3.jaspar.npz,bZIP,MA0466.3,CAAT/ENHANCER BINDING PROTEIN BETA,5,0.32651079923452925,0.1821868342309115,0.6893229166666667,0.3202333740691144,0.9219829440116882
engrailed,augmented,frozen,2e42_A_CEBPB_HUMAN.H11MO.0.A.npz,bZIP,CEBPB,CCAAT/enhancer-binding protein beta,5,0.44174661482948896,0.3478726773151626,0.8609953703703704,0.5674253659105977,0.6791862726211548
engrailed,augmented,frozen,6mg2_A_CEBPB_HUMAN.H11MO.0.A.npz,bZIP,CEBPB,CCAAT/enhancer-binding protein beta,5,0.5974618126969149,0.49074747518804285,0.858275462962963,0.5497036282032649,0.662607628107071
engrailed,augmented,frozen,6mg3_A_CEBPB_HUMAN.H11MO.0.A.npz,bZIP,CEBPB,CCAAT/enhancer-binding protein beta,5,0.5082554321487391,0.440763687338148,0.8352719907407409,0.4919039462281688,0.7507995963096619
engrailed,augmented,frozen,4xrm_A_MEIS2_HUMAN.H11MO.0.B.npz,Homeodomain,MEIS2,Homeobox protein Meis2,5,0.8265903638326563,0.587994989708255,0.9819444444444445,0.7714170734283357,0.4134789168834686
engrailed,augmented,frozen,4xrm_B_MEIS2_HUMAN.H11MO.0.B.npz,Homeodomain,MEIS2,Homeobox protein Meis2,5,0.8265903624492543,0.587994989708255,0.9819444444444445,0.771417080399925,0.4134788990020752
engrailed,augmented,frozen,5bng_B_MEIS2_HUMAN.H11MO.0.B.npz,Homeodomain,MEIS2,Homeobox protein Meis2,5,0.6384677547612227,0.5392035844276304,0.890625,0.6666531384936552,0.6159154176712036
engrailed,augmented,frozen,5ke6_A_KLF4_MOUSE.H11MO.0.A.npz,C2H2 zinc finger,KLF4,Krueppel-like factor 4,5,0.7703143992112018,0.5425000000000001,0.9425925925925925,0.5154008581281405,0.45878779888153076
engrailed,augmented,frozen,5ke8_A_MA0039.2.jaspar.npz,C2H2 zinc finger,MA0039.2,Krueppel-like factor 4,5,0.7415814217165462,0.5031797181058933,0.9738095238095239,0.7293217521838973,0.44008455276489256
engrailed,augmented,frozen,2wbu_A_KLF4_MOUSE.H11MO.0.A.npz,C2H2 zinc finger,KLF4,KRUEPPEL-LIKE FACTOR 4,5,0.7374526800704189,0.5075,0.9018518518518517,0.5106330838863634,0.48996018767356875
engrailed,augmented,frozen,5ke7_A_KLF4_MOUSE.H11MO.0.A.npz,C2H2 zinc finger,KLF4,Krueppel-like factor 4,5,0.7770475759345572,0.57,0.9685185185185186,0.5077111422669934,0.4678667724132538
engrailed,augmented,frozen,6u81_A_DUX4_HUMAN.H11MO.0.A.npz,Homeodomain,DUX4,Double homeobox protein 4,5,0.6996319954399951,0.48993171115184797,0.9121666666666666,0.6252086454101573,0.4688638627529144
engrailed,augmented,frozen,6a8r_A_DUX4_HUMAN.H11MO.0.A.npz,Homeodomain,DUX4,Double homeobox protein 4,5,0.4868941952098977,0.48537188847394014,0.8147014361300077,0.36978000129426175,0.827881908416748
engrailed,augmented,frozen,5z2t_D_DUX4_HUMAN.H11MO.0.A.npz,Homeodomain,DUX4,DUX4,5,0.328004330045078,0.4061540937849723,0.6613756613756614,0.22991964571901047,1.053758156299591
engrailed,augmented,frozen,6dfy_C_MA0468.1.jaspar.npz,Homeodomain,MA0468.1,DUX4,5,0.6586808528425172,0.5941649281909774,0.9133744855967076,0.7119215517801594,0.7586563467979431
engrailed,augmented,frozen,6dfy_D_DUX4_HUMAN.H11MO.0.A.npz,Homeodomain,DUX4,DUX4,5,0.6946603487827814,0.5582209604384658,0.886130007558579,0.7089697853686607,0.7628707408905029
engrailed,augmented,frozen,1vkx_B_NFKB1_MOUSE.H11MO.0.A.npz,Rel/NF-κB (RHD),NFKB1,PROTEIN (NF-KAPPA B P65 SUBUNIT),5,0.6890783760298836,0.4867323861838727,0.9213333333333333,0.4953897570105893,0.5217829644680023
engrailed,augmented,frozen,3gut_D_MA0105.4.jaspar.npz,Rel/NF-κB (RHD),MA0105.4,Transcription factor p65,5,0.4674274885116822,0.38545454545454544,0.810474537037037,0.40075483947443197,0.8395451545715332
engrailed,augmented,frozen,2i9t_B_NFKB1_MOUSE.H11MO.0.A.npz,Rel/NF-κB (RHD),NFKB1,Transcription factor p65,5,0.8488645595870914,0.5713814968245463,0.976,0.597198177162355,0.4537880003452301
engrailed,augmented,frozen,3gut_H_MA0105.4.jaspar.npz,Rel/NF-κB (RHD),MA0105.4,Transcription factor p65,5,0.5172587410774379,0.45272727272727276,0.7993344907407408,0.41181779400042035,0.8105895519256592
engrailed,augmented,frozen,6od3_E_ITF2_HUMAN.H11MO.0.C.npz,bHLH,ITF2,Transcription factor 4,5,0.4326527663641692,0.34,0.7443333333333333,0.40678584365148956,0.8219464063644409
engrailed,augmented,frozen,6od3_B_ITF2_HUMAN.H11MO.0.C.npz,bHLH,ITF2,Transcription factor 4,5,0.47737224857389393,0.31999999999999995,0.8020000000000002,0.4734555679363745,0.7213476419448852
engrailed,augmented,frozen,6od3_F_MA0830.2.jaspar.npz,bHLH,MA0830.2,Transcription factor 4,5,0.5628709660784808,0.5466666666666667,0.846875,0.503300469867251,0.7463648319244385
engrailed,augmented,frozen,6od3_A_MA0830.2.jaspar.npz,bHLH,MA0830.2,Transcription factor 4,5,0.6467316689745833,0.5433333333333332,0.884375,0.572797589270112,0.6439497947692872
engrailed,augmented,frozen,7cli_B_MA0778.1.jaspar.npz,Rel/NF-κB (RHD),MA0778.1,Nuclear factor NF-kappa-B p52 subunit,5,0.5090297164148069,0.3881577730734019,0.7484375,0.500721484251571,0.7508604943752288
engrailed,augmented,frozen,7vuq_B_NFKB2_HUMAN.H11MO.0.B.npz,Rel/NF-κB (RHD),NFKB2,Nuclear factor NF-kappa-B p52 subunit,5,0.667047791335393,0.5334713733435381,0.8399016203703702,0.5404585946415532,0.5426033139228821
engrailed,augmented,frozen,7cli_A_NFKB2_HUMAN.H11MO.0.B.npz,Rel/NF-κB (RHD),NFKB2,Nuclear factor NF-kappa-B p52 subunit,5,0.40801625314052214,0.3258505357981234,0.7913773148148148,0.36294518434914297,0.8750539064407349
engrailed,augmented,frozen,7vuq_A_NFKB2_HUMAN.H11MO.0.B.npz,Rel/NF-κB (RHD),NFKB2,Nuclear factor NF-kappa-B p52 subunit,5,0.6670477692863311,0.5334713733435381,0.8399016203703702,0.5404585665871908,0.5426033556461334
