PDB_ID,Chain,PWM_ID,UniProt_ID,TF_Class,TF_Family,Pfam_ID,Pfam_Name
3kmd,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3kmd,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7b4n,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7b4n,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3ts8,C,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3ts8,C,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7eeu,G,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7eeu,G,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3q06,C,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3q06,C,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3kz8,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3kz8,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
4ibu,D,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
4ibu,D,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
5mct,B,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
5mct,B,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
5mf7,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
5mf7,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3ts8,B,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3ts8,B,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
4ibv,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
4ibv,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
5lgy,D,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
5lgy,D,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7b4a,B,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7b4a,B,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
2ata,B,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
2ata,B,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
5mg7,B,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
5mg7,B,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
4ibu,C,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
4ibu,C,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3q05,D,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3q05,D,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3q06,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3q06,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7eeu,B,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7eeu,B,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
2ahi,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
2ahi,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7eeu,E,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7eeu,E,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
6znc,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
6znc,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
1tsr,C,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
1tsr,C,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
2ac0,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
2ac0,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
4hje,B,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
4hje,B,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3kmd,D,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3kmd,D,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
4mzr,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
4mzr,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3q06,B,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3q06,B,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
2ady,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
2ady,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3q06,D,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3q06,D,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
1tsr,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
1tsr,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
4mzr,B,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
4mzr,B,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
2ahi,D,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
2ahi,D,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
6fj5,D,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
6fj5,D,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
5bua,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
5bua,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
6fj5,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
6fj5,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7b46,B,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7b46,B,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3ts8,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3ts8,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7eds,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7eds,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3kz8,B,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3kz8,B,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7eeu,H,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7eeu,H,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
5mct,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
5mct,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7b4h,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7b4h,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
5lgy,C,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
5lgy,C,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
2ata,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
2ata,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
6fj5,C,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
6fj5,C,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
5mcv,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
5mcv,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3igl,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3igl,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7b49,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7b49,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3d0a,B,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3d0a,B,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
4ibu,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
4ibu,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
2ahi,B,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
2ahi,B,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
4ibw,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
4ibw,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
2ady,B,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
2ady,B,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3q05,B,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3q05,B,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
5mcv,B,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
5mcv,B,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7eeu,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7eeu,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3igk,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3igk,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
6fj5,B,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
6fj5,B,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
1tup,B,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
1tup,B,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
4hje,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
4hje,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7b46,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7b46,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3d0a,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3d0a,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7b4a,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7b4a,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3kmd,C,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3kmd,C,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7eeu,D,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7eeu,D,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
5mcu,B,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
5mcu,B,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7eeu,F,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7eeu,F,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3ts8,D,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3ts8,D,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
1tup,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
1tup,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
2ata,D,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
2ata,D,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7b4f,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7b4f,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7b49,B,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7b49,B,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7eeu,C,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
7eeu,C,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3q05,C,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
3q05,C,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
5mf7,B,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
5mf7,B,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
4ibu,B,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
4ibu,B,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
5mcu,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
5mcu,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
1tup,C,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
1tup,C,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
5mcw,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
5mcw,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
4hje,D,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
4hje,D,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
5lgy,A,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
5lgy,A,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
4mzr,D,MA0106.3.jaspar,P04637,p53 domain factors,p53-related factors,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
4mzr,D,P53_HUMAN.H11MO.0.A,P53_HUMAN,Unknown,Unknown,PF00870|PF08563|PF07710|PF18521,P53|P53_TAD|P53_tetramer|TAD2
