tf,pdb_id,state,stage,variant,comparison,rmsd_backbone_A,rmsd_sidechain_A,rmsd_total_A,rmsd_interface_A,n_backbone_atoms,n_sidechain_atoms,n_total_atoms,n_interface_atoms
egr1,1aay,61,0,shared,vs_reference,1.7890099916955786,1.9625378849059996,1.8251689397393593,1.5045520075150745,340,82,422,160
egr1,1aay,61,1,shared,vs_reference,1.7890099916955786,3.117665227184766,2.5790122989696225,2.806791790763312,340,372,712,292
egr1,1aay,61,2,shared,vs_reference,1.7890101583038642,3.11766532991843,2.5790124649586055,2.8067918404134,340,372,712,292
egr1,1aay,61,3,metal_cage,vs_reference,1.7463215043947606,3.0347962965713506,2.513846950463629,2.69902991708693,340,372,712,292
egr1,1aay,61,3,legacy,vs_reference,1.7522590262985547,3.028782959819716,2.512749250427192,2.6786874586647267,340,372,712,292
egr1,1aay,61,1,shared,delta_stage0_to_stage1,3.3974034667407177e-07,0.012553110733602981,0.005564432621682113,0.005792522005191177,340,82,422,160
egr1,1aay,61,2,shared,delta_stage1_to_stage2,9.66109621017401e-07,1.227079265324365e-06,1.6306174400359306e-06,1.0432737955096438e-06,340,372,712,292
egr1,1aay,61,3,metal_cage,delta_stage2_to_stage3,0.22721044141484786,0.6846605741027096,0.5208606974388331,0.7212199956466226,340,372,712,292
egr1,1aay,61,3,legacy,delta_stage2_to_stage3,0.2251495148200614,0.7420235621734473,0.5611612966689429,0.7491581106952447,340,372,712,292
egr1,1aay,62,0,shared,vs_reference,1.1806621628471958,1.233792600362555,1.191976049692201,1.130353978249651,340,82,422,160
egr1,1aay,62,1,shared,vs_reference,1.1806621628471958,2.2684428778570034,1.834735332481014,1.9721016728149345,340,372,712,292
egr1,1aay,62,2,shared,vs_reference,1.1806623506117224,2.268443225448991,1.834735657175786,1.9721018176357432,340,372,712,292
egr1,1aay,62,3,metal_cage,vs_reference,1.1171465916770318,2.1457519900215725,1.7369815812211105,1.798046102923578,340,372,712,292
egr1,1aay,62,3,legacy,vs_reference,1.1271018674646798,2.1422168784544455,1.7375606780632558,1.7582842988470835,340,372,712,292
egr1,1aay,62,1,shared,delta_stage0_to_stage1,9.503282219789083e-07,0.012295287351027665,0.005508412769938973,0.005488401871740048,340,82,422,160
egr1,1aay,62,2,shared,delta_stage1_to_stage2,1.4141510387197946e-06,1.1497277745556957e-06,9.98948135020541e-07,9.038154922288819e-07,340,372,712,292
egr1,1aay,62,3,metal_cage,delta_stage2_to_stage3,0.22960307246455344,0.812021207749224,0.6108065026395214,0.8530639604253956,340,372,712,292
egr1,1aay,62,3,legacy,delta_stage2_to_stage3,0.2345280430808244,1.0485733203462895,0.7805336039666787,1.0723349128511577,340,372,712,292
egr1,1aay,63,0,shared,vs_reference,1.2695490069372783,1.2774374836257292,1.271705808872615,1.145473435043142,340,82,422,160
egr1,1aay,63,1,shared,vs_reference,1.2695490069372783,1.9899237710789146,1.6871185628995873,1.6378518411684395,340,372,712,292
egr1,1aay,63,2,shared,vs_reference,1.2695487038668787,1.9899233913208305,1.6871185559029913,1.6378516243145644,340,372,712,292
egr1,1aay,63,3,metal_cage,vs_reference,1.2416873133933246,1.9303156835778688,1.6407169919706832,1.560055116607477,340,372,712,292
egr1,1aay,63,3,legacy,vs_reference,1.2401687609591197,1.9323917321793682,1.6413744466753777,1.5610899587720475,340,372,712,292
egr1,1aay,63,1,shared,delta_stage0_to_stage1,5.475484047468698e-07,0.012093808829051107,0.005474225186026639,0.005580688054326694,340,82,422,160
egr1,1aay,63,2,shared,delta_stage1_to_stage2,1.0599807150589237e-06,1.4563257212916114e-06,1.97148392605696e-06,1.3617829306229946e-06,340,372,712,292
egr1,1aay,63,3,metal_cage,delta_stage2_to_stage3,0.22844879562636783,0.5459804086725342,0.4258349669611244,0.5334458568490057,340,372,712,292
egr1,1aay,63,3,legacy,delta_stage2_to_stage3,0.23132170600393748,0.5487226879833453,0.428375577854865,0.5337063006693958,340,372,712,292
egr1,1aay,64,0,shared,vs_reference,1.6258268396249105,1.6724519889448493,1.635614299857199,1.3673108490425276,340,82,422,160
egr1,1aay,64,1,shared,vs_reference,1.6258268396249105,2.7244882287617616,2.2737979050993244,2.2663229280998856,340,372,712,292
egr1,1aay,64,2,shared,vs_reference,1.625827250408424,2.724488373271911,2.2737979772968657,2.266323021830508,340,372,712,292
egr1,1aay,64,3,metal_cage,vs_reference,1.5838966810260693,2.6428675627605838,2.2120846500062483,2.1073125939795605,340,372,712,292
egr1,1aay,64,3,legacy,vs_reference,1.5943351886029624,2.6803644902025034,2.238255014402599,2.1637000935533908,340,372,712,292
egr1,1aay,64,1,shared,delta_stage0_to_stage1,8.053915674639761e-07,0.013723359417574113,0.006090113479242629,0.005903542001270476,340,82,422,160
egr1,1aay,64,2,shared,delta_stage1_to_stage2,1.7466080606317224e-06,1.5194088486620133e-06,1.4642689138425482e-06,1.1357150082730142e-06,340,372,712,292
egr1,1aay,64,3,metal_cage,delta_stage2_to_stage3,0.22377016391673626,0.8328255247444083,0.6255081622642717,0.8283604391989088,340,372,712,292
egr1,1aay,64,3,legacy,delta_stage2_to_stage3,0.2230225044431637,0.8775755579643857,0.6564198690595152,0.8575049871427811,340,372,712,292
egr1,1aay,65,0,shared,vs_reference,1.526520195992699,1.4812123232861343,1.5189440186509509,1.175054840215056,340,82,422,160
egr1,1aay,65,1,shared,vs_reference,1.526520195992699,2.5438394738604133,2.1232273857469193,2.3068918850729547,340,372,712,292
egr1,1aay,65,2,shared,vs_reference,1.5265202314695805,2.543839471318943,2.123227471372258,2.3068919059054886,340,372,712,292
egr1,1aay,65,3,metal_cage,vs_reference,1.5023017614484455,2.4531711316003695,2.0612072801729924,2.181614554715532,340,372,712,292
egr1,1aay,65,3,legacy,vs_reference,1.49915898195031,2.4460354564815416,2.0555680789087627,2.1659621463161005,340,372,712,292
egr1,1aay,65,1,shared,delta_stage0_to_stage1,2.959844732770724e-07,0.013197554123804968,0.005885782496256605,0.005781643665986844,340,82,422,160
egr1,1aay,65,2,shared,delta_stage1_to_stage2,1.130731925962717e-06,1.6041517336278606e-06,1.2863687212271637e-06,9.261188420613151e-07,340,372,712,292
egr1,1aay,65,3,metal_cage,delta_stage2_to_stage3,0.2431051642912418,0.8528877085408394,0.6422656767804692,0.8010992352219584,340,372,712,292
egr1,1aay,65,3,legacy,delta_stage2_to_stage3,0.2438695309812626,0.8539477358930982,0.6437734041125984,0.7825245530888414,340,372,712,292
egr1,1aay,66,0,shared,vs_reference,1.3923839849919868,1.4933963181770848,1.4137813732086146,1.2669674971833995,340,82,422,160
egr1,1aay,66,1,shared,vs_reference,1.3923839849919868,2.268209840572299,1.9046193189837055,1.8883942809989198,340,372,712,292
egr1,1aay,66,2,shared,vs_reference,1.3923844826296294,2.268210043890842,1.9046195172458922,1.8883941371870803,340,372,712,292
egr1,1aay,66,3,metal_cage,vs_reference,1.3457441486242947,2.197307362983279,1.8441266208297358,1.7536341688117771,340,372,712,292
egr1,1aay,66,3,legacy,vs_reference,1.342270241168921,2.201442196355516,1.8453634284047082,1.7579928226910126,340,372,712,292
egr1,1aay,66,1,shared,delta_stage0_to_stage1,2.1236781787214981e-07,0.012837702490799338,0.005773897777693561,0.005956717263360091,340,82,422,160
egr1,1aay,66,2,shared,delta_stage1_to_stage2,1.253095112571961e-06,1.0722925196188947e-06,1.3666764983792445e-06,9.661653381958076e-07,340,372,712,292
egr1,1aay,66,3,metal_cage,delta_stage2_to_stage3,0.2254689541290199,0.701065266414229,0.5327863946269438,0.7350349179897041,340,372,712,292
egr1,1aay,66,3,legacy,delta_stage2_to_stage3,0.22289501857379326,0.6683665782377803,0.5092785190602396,0.7034305046270438,340,372,712,292
egr1,1aay,67,0,shared,vs_reference,1.0291407885950918,0.9422736949230395,1.0143368920423221,0.7763553233415827,340,82,422,160
egr1,1aay,67,1,shared,vs_reference,1.0291407885950918,1.9526349549441013,1.5879403043048503,1.6512572808418904,340,372,712,292
egr1,1aay,67,2,shared,vs_reference,1.0291411811086777,1.9526351019894466,1.5879404060026605,1.6512572934002,340,372,712,292
egr1,1aay,67,3,metal_cage,vs_reference,0.9899549294275255,1.8725641221707185,1.5269933964228353,1.5018785920527855,340,372,712,292
egr1,1aay,67,3,legacy,vs_reference,0.995531022605753,1.880841144177594,1.5332684059700794,1.498675032029616,340,372,712,292
egr1,1aay,67,1,shared,delta_stage0_to_stage1,6.840426274169784e-07,0.013415582161351686,0.006000848109802589,0.005657496249042602,340,82,422,160
egr1,1aay,67,2,shared,delta_stage1_to_stage2,1.3237655321041756e-06,1.2378709602272053e-06,9.797007979508764e-07,1.4130100995799098e-06,340,372,712,292
egr1,1aay,67,3,metal_cage,delta_stage2_to_stage3,0.22051680740612242,0.6144031241262494,0.4708134379713348,0.5890778398029896,340,372,712,292
egr1,1aay,67,3,legacy,delta_stage2_to_stage3,0.22305178017569846,0.7089455304777919,0.5355956821219469,0.677206870748146,340,372,712,292
egr1,1aay,68,0,shared,vs_reference,1.7370902486513715,1.7441209791497037,1.7388027228568623,1.6418598273977518,340,82,422,160
egr1,1aay,68,1,shared,vs_reference,1.7370902486513715,2.507562172531697,2.179694433883449,2.018714537576942,340,372,712,292
egr1,1aay,68,2,shared,vs_reference,1.7370900464468524,2.5075617325623574,2.179694479554379,2.0187141697090576,340,372,712,292
egr1,1aay,68,3,legacy,vs_reference,1.7217187983882845,2.4465919036038657,2.1389862659728425,1.9497214803347707,340,372,712,292
egr1,1aay,68,1,shared,delta_stage0_to_stage1,5.022644579883458e-07,0.012657961826149809,0.005607258446508321,0.005148097011306034,340,82,422,160
egr1,1aay,68,2,shared,delta_stage1_to_stage2,1.6384758983181313e-06,1.2028886230493751e-06,1.231380483713477e-06,1.3336961544430074e-06,340,372,712,292
egr1,1aay,68,3,legacy,delta_stage2_to_stage3,0.23164404084607798,0.8264159646978206,0.6201705795475174,0.7535701483193824,340,372,712,292
egr1,1aay,69,0,shared,vs_reference,3.2731695812303663,3.3930970650434453,3.297685472042695,3.1137400084058777,340,82,422,160
egr1,1aay,69,1,shared,vs_reference,3.2731695812303663,3.830489502434697,3.579797086988799,3.291545374126128,340,372,712,292
egr1,1aay,69,2,shared,vs_reference,3.273169091154074,3.8304891105164685,3.5797968243830525,3.291545015006863,340,372,712,292
egr1,1aay,69,3,metal_cage,vs_reference,3.2728468508481896,3.882290016954475,3.6106756014169017,3.3555443004170247,340,372,712,292
egr1,1aay,69,3,legacy,vs_reference,3.2763189422464114,3.890346068621642,3.617137461980235,3.369256482621077,340,372,712,292
egr1,1aay,69,1,shared,delta_stage0_to_stage1,1.0460570193260004e-06,0.012962315996538664,0.005783813930493422,0.0055537304476373905,340,82,422,160
egr1,1aay,69,2,shared,delta_stage1_to_stage2,1.2823112318164688e-06,1.6233694261283192e-06,1.4831722963209585e-06,1.4726819089799988e-06,340,372,712,292
egr1,1aay,69,3,metal_cage,delta_stage2_to_stage3,0.2207729811034084,0.7286905895056901,0.5501889991867724,0.6995055927128181,340,372,712,292
egr1,1aay,69,3,legacy,delta_stage2_to_stage3,0.22182875173517694,0.7082529465021403,0.5367203128890592,0.6985980475885912,340,372,712,292
egr1,1aay,70,0,shared,vs_reference,1.5114362790731706,1.6003437526710949,1.5299072073612647,1.4578716474899844,340,82,422,160
egr1,1aay,70,1,shared,vs_reference,1.5114362790731706,2.9762342273697016,2.3986656950831113,2.7859792680416318,340,372,712,292
egr1,1aay,70,2,shared,vs_reference,1.5114365647233308,2.976234176707031,2.3986657271373644,2.7859792327903654,340,372,712,292
egr1,1aay,70,3,metal_cage,vs_reference,1.4962404377491676,2.930190972861118,2.365800830843329,2.7362288384057365,340,372,712,292
egr1,1aay,70,3,legacy,vs_reference,1.4967827346082694,2.9404908801825203,2.373193415005807,2.7531315091010105,340,372,712,292
egr1,1aay,70,1,shared,delta_stage0_to_stage1,9.017705988795486e-07,0.014002094526253436,0.0061914232060156695,0.006239687748311892,340,82,422,160
egr1,1aay,70,2,shared,delta_stage1_to_stage2,1.6558495439366314e-06,1.2702572409889114e-06,1.537578241736564e-06,1.0778889336936394e-06,340,372,712,292
egr1,1aay,70,3,metal_cage,delta_stage2_to_stage3,0.23655535105127715,0.6500554466298424,0.4985513869216985,0.6377771025223693,340,372,712,292
egr1,1aay,70,3,legacy,delta_stage2_to_stage3,0.2381084249815118,0.6672917974380486,0.510862163728654,0.6519127104340123,340,372,712,292
egr1,1aay,71,0,shared,vs_reference,1.085232039694217,1.2245959687153605,1.1143520715807662,1.09035958875124,340,82,422,160
egr1,1aay,71,1,shared,vs_reference,1.085232039694217,2.470849628342977,1.9453786995367286,2.3201630071664026,340,372,712,292
egr1,1aay,71,2,shared,vs_reference,1.0852320947304108,2.470849678710296,1.9453787617332203,2.3201630710471504,340,372,712,292
egr1,1aay,71,3,metal_cage,vs_reference,1.0393812987347653,2.455526290869525,1.9257101260011584,2.2964143498335137,340,372,712,292
egr1,1aay,71,3,legacy,vs_reference,1.0471703729307271,2.4660553422665377,1.9348841364825986,2.3142881536740267,340,372,712,292
egr1,1aay,71,1,shared,delta_stage0_to_stage1,7.854379319113625e-07,0.014319438242630567,0.006430038475493346,0.006285140692625581,340,82,422,160
egr1,1aay,71,2,shared,delta_stage1_to_stage2,8.681364849824752e-07,1.4423771562396397e-06,1.1117169729678351e-06,1.1177529684505696e-06,340,372,712,292
egr1,1aay,71,3,metal_cage,delta_stage2_to_stage3,0.22135738555538942,0.7406090599246556,0.5593737448396962,0.6992817432594847,340,372,712,292
egr1,1aay,71,3,legacy,delta_stage2_to_stage3,0.2242811202725062,0.7308185126743884,0.5536024934516568,0.6927078953464544,340,372,712,292
egr1,1aay,72,0,shared,vs_reference,1.387986242205189,1.4029082465930323,1.392063378145282,1.2907238878591611,340,82,422,160
egr1,1aay,72,1,shared,vs_reference,1.387986242205189,2.2614253816224976,1.8972966326783112,2.0261535581608348,340,372,712,292
egr1,1aay,72,2,shared,vs_reference,1.3879864585788217,2.261425823911531,1.8972971478782632,2.0261538026957533,340,372,712,292
egr1,1aay,72,3,metal_cage,vs_reference,1.3455520620136043,2.204703392603959,1.8478830729690263,1.948403619625433,340,372,712,292
egr1,1aay,72,3,legacy,vs_reference,1.3464288918678577,2.2058143433005784,1.8486425441193866,1.9426972214911413,340,372,712,292
egr1,1aay,72,1,shared,delta_stage0_to_stage1,4.56078943754135e-07,0.011512835504434549,0.0051184075644600474,0.005510452101524203,340,82,422,160
egr1,1aay,72,2,shared,delta_stage1_to_stage2,1.5292615207226183e-06,1.4091848089318361e-06,1.4012043084789418e-06,8.219372988236375e-07,340,372,712,292
egr1,1aay,72,3,metal_cage,delta_stage2_to_stage3,0.218510270558874,0.593888842025844,0.45870043026735174,0.6074311504366371,340,372,712,292
egr1,1aay,72,3,legacy,delta_stage2_to_stage3,0.21846713271758716,0.5713298822292352,0.4428467116204966,0.5839561357419434,340,372,712,292
egr1,1aay,73,0,shared,vs_reference,2.937557228297261,3.0794652559906597,2.9662923182664387,2.4190717693245,340,82,422,160
egr1,1aay,73,1,shared,vs_reference,2.937557228297261,3.963219939032922,3.528411048883844,2.967647351784871,340,372,712,292
egr1,1aay,73,2,shared,vs_reference,2.9375570055425753,3.963219366256108,3.528411189556394,2.9676473583070506,340,372,712,292
egr1,1aay,73,3,metal_cage,vs_reference,2.9416273727625786,3.8788544565025336,3.480208033759775,2.910058719593156,340,372,712,292
egr1,1aay,73,3,legacy,vs_reference,2.9478487736582846,3.8884453915262016,3.488269842615815,2.9088933057370987,340,372,712,292
egr1,1aay,73,1,shared,delta_stage0_to_stage1,5.973563296667801e-07,0.013023354921714617,0.005789558710592107,0.005629308746885809,340,82,422,160
egr1,1aay,73,2,shared,delta_stage1_to_stage2,1.6723549022925545e-06,1.3002316402748697e-06,1.8220001144992574e-06,1.1842678944130883e-06,340,372,712,292
egr1,1aay,73,3,metal_cage,delta_stage2_to_stage3,0.23782637602976817,0.6774616104600182,0.5178637282839444,0.6235178937003216,340,372,712,292
egr1,1aay,73,3,legacy,delta_stage2_to_stage3,0.2441234726363488,0.6466689237842792,0.49743704030065233,0.6139889306201192,340,372,712,292
egr1,1aay,74,0,shared,vs_reference,1.1511968427689854,1.3241850092804262,1.1882762528571333,1.2299025368313787,340,82,422,160
egr1,1aay,74,1,shared,vs_reference,1.1511968427689854,2.5779732461588183,2.035154012690229,2.5097451634949213,340,372,712,292
egr1,1aay,74,2,shared,vs_reference,1.1511971813518083,2.577973261055631,2.0351541545582643,2.5097449612488387,340,372,712,292
egr1,1aay,74,3,metal_cage,vs_reference,1.0994815132125089,2.572349368834306,2.0176379763799397,2.482720129929173,340,372,712,292
egr1,1aay,74,3,legacy,vs_reference,1.1045043670351338,2.581570421221654,2.024507544283664,2.484430241912621,340,372,712,292
egr1,1aay,74,1,shared,delta_stage0_to_stage1,2.7649294819628454e-07,0.011657967166760787,0.005222767035513034,0.005524442884974872,340,82,422,160
egr1,1aay,74,2,shared,delta_stage1_to_stage2,1.4907806480326591e-06,1.2976033060112806e-06,1.2392363716590717e-06,1.12921175292637e-06,340,372,712,292
egr1,1aay,74,3,metal_cage,delta_stage2_to_stage3,0.24604530163376045,0.5481271550924168,0.43221141978034977,0.563044531426524,340,372,712,292
egr1,1aay,74,3,legacy,delta_stage2_to_stage3,0.24974532333612398,0.5843820032933171,0.45761233158878306,0.581728183963999,340,372,712,292
egr1,1aay,75,0,shared,vs_reference,0.835159714677481,0.8850038281385403,0.8465911592604836,0.5963248395638594,340,82,422,160
egr1,1aay,75,1,shared,vs_reference,0.835159714677481,1.884612692722819,1.4859927220320845,1.520212310328589,340,372,712,292
egr1,1aay,75,2,shared,vs_reference,0.8351598016789727,1.8846127039890552,1.485992830760348,1.5202122572910646,340,372,712,292
egr1,1aay,75,3,metal_cage,vs_reference,0.7956441139139756,1.8441052068262074,1.4483615086124904,1.4407504894253111,340,372,712,292
egr1,1aay,75,3,legacy,vs_reference,0.7950411791504204,1.8453798254301232,1.4488009515089981,1.4410566549529147,340,372,712,292
egr1,1aay,75,1,shared,delta_stage0_to_stage1,2.9607993411223675e-07,0.013848169450675064,0.006116065051104672,0.006544243098209438,340,82,422,160
egr1,1aay,75,2,shared,delta_stage1_to_stage2,9.778847308122536e-07,1.5726230643174034e-06,1.5365355504000717e-06,1.0975409912652628e-06,340,372,712,292
egr1,1aay,75,3,metal_cage,delta_stage2_to_stage3,0.2183952841108449,0.5663785667336795,0.43789501822280097,0.5680835406126726,340,372,712,292
egr1,1aay,75,3,legacy,delta_stage2_to_stage3,0.21881623686696913,0.560618646265609,0.43350586629017257,0.5623705920979482,340,372,712,292
egr1,1aay,76,0,shared,vs_reference,2.090700871571977,2.1884682797409005,2.1121525513421493,1.833745052126214,340,82,422,160
egr1,1aay,76,1,shared,vs_reference,2.090700871571977,3.070694964538894,2.657620006957682,2.8250099082516487,340,372,712,292
egr1,1aay,76,2,shared,vs_reference,2.090701384116603,3.0706953080005315,2.6576203250114645,2.825010141059754,340,372,712,292
egr1,1aay,76,3,metal_cage,vs_reference,2.037788909898347,2.972168812228671,2.577437872996788,2.735607454162838,340,372,712,292
egr1,1aay,76,3,legacy,vs_reference,2.036868453957103,3.015841766420853,2.6016390361191055,2.768848817434628,340,372,712,292
egr1,1aay,76,1,shared,delta_stage0_to_stage1,5.367629536461011e-07,0.012458364145439245,0.005539069858569655,0.005612471081493438,340,82,422,160
egr1,1aay,76,2,shared,delta_stage1_to_stage2,1.2439471551935126e-06,1.4519639364341572e-06,1.0870045572835318e-06,8.561855081145232e-07,340,372,712,292
egr1,1aay,76,3,metal_cage,delta_stage2_to_stage3,0.2954888560968655,0.8726332293818766,0.6680469051935196,0.8764388915424147,340,372,712,292
egr1,1aay,76,3,legacy,delta_stage2_to_stage3,0.28693219237329015,0.8787401445982266,0.6693304331374941,0.8316512760534143,340,372,712,292
egr1,1aay,77,0,shared,vs_reference,1.8686089130584413,2.0509296303845788,1.9065879718872594,1.7280444163531792,340,82,422,160
egr1,1aay,77,1,shared,vs_reference,1.8686089130584413,2.9483364457570707,2.499895895100851,2.563041915496112,340,372,712,292
egr1,1aay,77,2,shared,vs_reference,1.8686095845700788,2.9483364416485514,2.4998960385061215,2.56304201243363,340,372,712,292
egr1,1aay,77,3,metal_cage,vs_reference,1.8201534433264825,2.9933588747829276,2.512392266841447,2.5831976210244645,340,372,712,292
egr1,1aay,77,3,legacy,vs_reference,1.8245729684705834,2.9107253405428124,2.462597023770502,2.4853228098817586,340,372,712,292
egr1,1aay,77,1,shared,delta_stage0_to_stage1,7.211563894242306e-07,0.012286097110696968,0.005454904179502194,0.005070805834838005,340,82,422,160
egr1,1aay,77,2,shared,delta_stage1_to_stage2,8.424345661157475e-07,8.828932454864409e-07,1.3497903159390945e-06,1.2174010211842815e-06,340,372,712,292
egr1,1aay,77,3,metal_cage,delta_stage2_to_stage3,0.24285757131306485,0.8941684620790415,0.6705444813248913,0.8660215629690993,340,372,712,292
egr1,1aay,77,3,legacy,delta_stage2_to_stage3,0.23722804099640588,0.8039462591755879,0.6077295219242642,0.7629424148265916,340,372,712,292
egr1,1aay,78,0,shared,vs_reference,1.7526586053522852,1.6918966738650378,1.7422015137008438,1.356453369726833,340,82,422,160
egr1,1aay,78,1,shared,vs_reference,1.7526586053522852,2.4488077434140134,2.151205931385923,2.0879023579722897,340,372,712,292
egr1,1aay,78,2,shared,vs_reference,1.752659007814024,2.448807706277389,2.1512058776796925,2.087902743805489,340,372,712,292
egr1,1aay,78,3,metal_cage,vs_reference,1.7012726378096852,2.3879814942369046,2.0977338252394153,1.9998807342499205,340,372,712,292
egr1,1aay,78,3,legacy,vs_reference,1.7080786374531631,2.3951271783932975,2.106064502193964,1.9889499281158445,340,372,712,292
egr1,1aay,78,1,shared,delta_stage0_to_stage1,6.513731703655704e-07,0.011451263881594287,0.005094076158647147,0.0051401454365418,340,82,422,160
egr1,1aay,78,2,shared,delta_stage1_to_stage2,1.5417860084663034e-06,1.4761688959255242e-06,1.3467379034466419e-06,1.0815374960846298e-06,340,372,712,292
egr1,1aay,78,3,metal_cage,delta_stage2_to_stage3,0.2431292160323785,0.8782872780420842,0.6589329289523177,0.8823689183317791,340,372,712,292
egr1,1aay,78,3,legacy,delta_stage2_to_stage3,0.23787121204546097,0.8287105151557028,0.6237571637137389,0.7978660340505634,340,372,712,292
egr1,1aay,79,0,shared,vs_reference,1.8029322481837005,1.7882659732840702,1.8010389857874476,1.4227522513659465,340,82,422,160
egr1,1aay,79,1,shared,vs_reference,1.8029322481837005,2.4239620317474078,2.155694292985508,2.0434226274722596,340,372,712,292
egr1,1aay,79,2,shared,vs_reference,1.8029325841641106,2.423962217630075,2.1556947081451003,2.0434228286963436,340,372,712,292
egr1,1aay,79,3,metal_cage,vs_reference,1.7588962216862571,2.385008408127209,2.117515558377134,1.907165297053638,340,372,712,292
egr1,1aay,79,3,legacy,vs_reference,1.7543963382658863,2.3587450072217857,2.100213394309671,1.9061449617857944,340,372,712,292
egr1,1aay,79,1,shared,delta_stage0_to_stage1,7.808408063352829e-07,0.014596406924464681,0.00652774014787336,0.006117195677398589,340,82,422,160
egr1,1aay,79,2,shared,delta_stage1_to_stage2,1.5995532418889795e-06,1.2533589330855183e-06,1.0304966996312514e-06,1.6798402246899532e-06,340,372,712,292
egr1,1aay,79,3,metal_cage,delta_stage2_to_stage3,0.23457762184556996,0.9092428165983452,0.6797106441903616,0.9156517201106479,340,372,712,292
egr1,1aay,79,3,legacy,delta_stage2_to_stage3,0.24202921124829552,0.7674644352732212,0.582114900563019,0.7704336310359744,340,372,712,292
egr1,1aay,80,0,shared,vs_reference,1.0043835234856955,1.035477707449886,1.011729923364333,0.9488577123823687,340,82,422,160
egr1,1aay,80,1,shared,vs_reference,1.0043835234856955,2.0252463005340235,1.6264405822160515,1.763093274207467,340,372,712,292
egr1,1aay,80,2,shared,vs_reference,1.0043838283634738,2.025246387304173,1.6264408998508335,1.7630939188714425,340,372,712,292
egr1,1aay,80,3,metal_cage,vs_reference,0.9668789807813148,1.9538672768443526,1.570115796706249,1.6726524323565148,340,372,712,292
egr1,1aay,80,3,legacy,vs_reference,0.9570405258825225,1.9408612880498461,1.5586698088106823,1.6543296211069793,340,372,712,292
egr1,1aay,80,1,shared,delta_stage0_to_stage1,3.2674542605915944e-07,0.012894252654606147,0.005778933384320556,0.005699532795456326,340,82,422,160
egr1,1aay,80,2,shared,delta_stage1_to_stage2,1.2111540815916675e-06,1.3171732166623144e-06,1.7403490168459903e-06,1.1432382427355905e-06,340,372,712,292
egr1,1aay,80,3,metal_cage,delta_stage2_to_stage3,0.198709058382984,0.8184794559934992,0.6121119233478874,0.8056400646954698,340,372,712,292
egr1,1aay,80,3,legacy,delta_stage2_to_stage3,0.20777310428800436,0.8391903778136772,0.626963284306381,0.8299958173077637,340,372,712,292
egr1,1aay,81,0,shared,vs_reference,1.11417475708757,1.1780151090207849,1.1278061896557805,0.9211899036743685,340,82,422,160
egr1,1aay,81,1,shared,vs_reference,1.11417475708757,2.2165975182710023,1.783874187094971,1.8378117950964412,340,372,712,292
egr1,1aay,81,2,shared,vs_reference,1.1141752751676515,2.2165978374928224,1.7838743993500563,1.8378119388642997,340,372,712,292
egr1,1aay,81,3,metal_cage,vs_reference,1.0613062917477933,2.1469653507898934,1.7239440947538054,1.7315742769622378,340,372,712,292
egr1,1aay,81,3,legacy,vs_reference,1.0647949409980777,2.1540526131035524,1.7286321345914288,1.713500586595563,340,372,712,292
egr1,1aay,81,1,shared,delta_stage0_to_stage1,4.617569309041287e-07,0.013183833171932963,0.005868572888772252,0.00568946363205333,340,82,422,160
egr1,1aay,81,2,shared,delta_stage1_to_stage2,1.3194915113754216e-06,1.5864563229568806e-06,1.2673043461339252e-06,1.3974926952184094e-06,340,372,712,292
egr1,1aay,81,3,metal_cage,delta_stage2_to_stage3,0.2250138398311893,0.7501444323796216,0.5650507699369011,0.770273561333677,340,372,712,292
egr1,1aay,81,3,legacy,delta_stage2_to_stage3,0.22076615940991257,0.7283947775518631,0.5492482685933529,0.7280645238591438,340,372,712,292
egr1,1aay,82,0,shared,vs_reference,1.1820547801382644,1.443961153464031,1.2381757641529392,1.3082182924234087,340,82,422,160
egr1,1aay,82,1,shared,vs_reference,1.1820547801382644,2.8283372636050705,2.2135518975529402,2.719970462076265,340,372,712,292
egr1,1aay,82,2,shared,vs_reference,1.1820545709950552,2.8283372478750772,2.213551679246623,2.7199703070641585,340,372,712,292
egr1,1aay,82,3,metal_cage,vs_reference,1.1618214845519794,2.8597429773772642,2.2331241696629855,2.7544628407070637,340,372,712,292
egr1,1aay,82,3,legacy,vs_reference,1.1638715599374057,2.860152180038926,2.2338110395377493,2.7514637651145852,340,372,712,292
egr1,1aay,82,1,shared,delta_stage0_to_stage1,5.157813608049699e-07,0.013088522051122969,0.005811509806029874,0.006257999234873964,340,82,422,160
egr1,1aay,82,2,shared,delta_stage1_to_stage2,1.4368745781115859e-06,1.706339602711749e-06,1.2453114163516441e-06,1.3341593201680783e-06,340,372,712,292
egr1,1aay,82,3,metal_cage,delta_stage2_to_stage3,0.22043916823420417,0.6874442206334009,0.5249436447054098,0.6653408901984975,340,372,712,292
egr1,1aay,82,3,legacy,delta_stage2_to_stage3,0.22031828573944295,0.7333648432159455,0.5556123366763963,0.7099504747903673,340,372,712,292
egr1,1aay,83,0,shared,vs_reference,3.3672913001289957,3.5298434235133995,3.399955006118882,3.188893039743626,340,82,422,160
egr1,1aay,83,1,shared,vs_reference,3.3672913001289957,4.236883240847072,3.8518275554496078,3.535716876144282,340,372,712,292
egr1,1aay,83,2,shared,vs_reference,3.3672906322092104,4.2368827369975595,3.851827050626515,3.535716126493039,340,372,712,292
