pilot,stage,pdb_id,state,n_iface_res,n_segments,seq_ident,iRMSD_global,iRMSD_seg_max,iRMSD_seg_mean,fnat
engrailed,stage3,3hdd,89,18,4,1.0,1.196,1.124,0.592,0.75
engrailed,stage3,3hdd,90,18,4,1.0,1.047,0.702,0.423,0.786
engrailed,stage3,3hdd,91,18,4,1.0,3.034,3.218,1.042,0.607
engrailed,stage3,3hdd,92,18,4,1.0,2.562,1.74,0.651,0.571
engrailed,stage3,3hdd,93,18,4,1.0,2.59,1.916,0.894,0.571
engrailed,stage3,3hdd,94,18,4,1.0,1.875,2.033,0.776,0.679
engrailed,stage3,3hdd,95,18,4,1.0,1.924,1.109,0.539,0.714
engrailed,stage3,3hdd,96,18,4,1.0,3.39,3.417,1.57,0.464
engrailed,stage3,3hdd,97,18,4,1.0,1.522,1.742,0.62,0.786
err,stage3,1lo1,1,28,5,1.0,3.237,2.992,0.88,0.567
err,stage3,1lo1,2,28,5,1.0,7.499,5.004,1.429,0.254
err,stage3,1lo1,3,28,5,1.0,3.733,2.139,0.815,0.433
err,stage3,1lo1,4,28,5,1.0,3.013,2.124,0.763,0.567
err,stage3,1lo1,6,28,5,1.0,4.45,2.925,1.058,0.463
err,stage3,1lo1,7,28,5,1.0,6.892,4.57,1.261,0.388
err,stage3,1lo1,8,28,5,1.0,3.757,3.586,1.069,0.433
err,stage3,1lo1,9,28,5,1.0,2.461,2.597,1.192,0.567
err,stage3,1lo1,10,28,5,1.0,5.091,3.459,1.141,0.388
err,stage3,1lo1,11,28,5,1.0,5.535,5.312,1.42,0.463
err,stage3,1lo1,12,28,5,1.0,2.55,1.958,0.632,0.552
err,stage3,1lo1,13,28,5,1.0,3.973,3.107,1.167,0.522
err,stage3,1lo1,14,28,5,1.0,2.444,1.969,0.818,0.731
err,stage3,1lo1,15,28,5,1.0,4.408,5.238,1.433,0.478
err,stage3,1lo1,16,28,5,1.0,8.618,4.515,1.364,0.328
err,stage3,1lo1,17,28,5,1.0,4.618,3.0,0.993,0.522
err,stage3,1lo1,18,28,5,1.0,8.971,5.225,1.462,0.179
err,stage3,1lo1,19,28,5,1.0,3.818,2.511,0.827,0.373
err,stage3,1lo1,20,28,5,1.0,4.602,3.212,0.907,0.552
err,stage3,1lo1,21,28,5,1.0,6.615,4.081,1.423,0.224
err,stage3,1lo1,22,28,5,1.0,2.74,2.361,0.793,0.522
err,stage3,1lo1,23,28,5,1.0,1.967,1.843,0.875,0.627
err,stage3,1lo1,24,28,5,1.0,2.795,3.05,0.99,0.582
err,stage3,1lo1,25,28,5,1.0,2.275,2.565,0.902,0.642
err,stage3,1lo1,26,28,5,1.0,8.702,4.194,1.169,0.284
err,stage3,1lo1,27,28,5,1.0,3.133,2.26,0.996,0.537
err,stage3,1lo1,28,28,5,1.0,8.173,3.617,1.509,0.373
err,stage3,1lo1,29,28,5,1.0,11.151,7.353,1.838,0.254
err,stage3,1lo1,30,28,5,1.0,4.771,4.965,1.344,0.567
err,stage3,1lo1,31,28,5,1.0,3.054,3.892,1.066,0.537
err,stage3,1lo1,32,28,5,1.0,3.518,2.411,0.902,0.552
err,stage3,1lo1,33,28,5,1.0,9.114,3.239,1.351,0.254
err,stage3,1lo1,34,28,5,1.0,1.878,2.299,0.728,0.627
err,stage3,1lo1,35,28,5,1.0,7.277,4.85,1.347,0.179
err,stage3,1lo1,36,28,5,1.0,2.283,2.218,0.752,0.627
err,stage3,1lo1,37,28,5,1.0,2.679,3.574,1.139,0.597
err,stage3,1lo1,38,28,5,1.0,2.998,1.824,0.703,0.552
err,stage3,1lo1,39,28,5,1.0,3.866,3.526,1.164,0.493
err,stage3,1lo1,40,28,5,1.0,2.739,3.593,1.401,0.567
err,stage3,1lo1,42,28,5,1.0,2.408,2.754,1.007,0.463
err,stage3,1lo1,43,28,5,1.0,3.617,3.392,0.984,0.552
err,stage3,1lo1,44,28,5,1.0,5.575,6.132,1.553,0.433
err,stage3,1lo1,45,28,5,1.0,2.622,2.058,0.798,0.657
err,stage3,1lo1,46,28,5,1.0,6.259,4.691,1.444,0.403
err,stage3,1lo1,47,28,5,1.0,7.213,5.475,1.753,0.299
err,stage3,1lo1,48,28,5,1.0,7.04,3.242,1.119,0.209
err,stage3,1lo1,49,28,5,1.0,4.655,3.557,1.103,0.493
err,stage3,1lo1,50,28,5,1.0,2.128,1.837,0.713,0.612
err,stage3,1lo1,51,28,5,1.0,7.145,4.075,1.324,0.254
err,stage3,1lo1,52,28,5,1.0,2.227,1.919,0.642,0.567
err,stage3,1lo1,53,28,5,1.0,2.964,2.265,0.809,0.567
err,stage3,1lo1,54,28,5,1.0,21.281,3.864,2.405,0.015
err,stage3,1lo1,55,28,5,1.0,3.504,3.666,1.23,0.642
err,stage3,1lo1,56,28,5,1.0,6.574,4.747,1.474,0.343
err,stage3,1lo1,57,28,5,1.0,7.622,3.67,1.095,0.313
err,stage3,1lo1,58,28,5,1.0,7.249,3.653,1.553,0.224
err,stage3,1lo1,59,28,5,1.0,3.534,3.495,1.024,0.552
err,stage3,1lo1,60,28,5,1.0,4.685,5.16,1.382,0.567
err,stage3,1lo1,61,28,5,1.0,2.54,2.392,0.904,0.597
err,stage3,1lo1,62,28,5,1.0,3.221,2.075,0.711,0.507
err,stage3,1lo1,63,28,5,1.0,3.374,4.369,1.214,0.507
err,stage3,1lo1,64,28,5,1.0,3.296,2.383,0.77,0.537
err,stage3,1lo1,65,28,5,1.0,5.731,5.563,1.628,0.552
err,stage3,1lo1,66,28,5,1.0,6.311,5.066,1.302,0.463
err,stage3,1lo1,67,28,5,1.0,8.231,6.475,1.632,0.269
err,stage3,1lo1,68,28,5,1.0,2.09,2.693,0.815,0.463
err,stage3,1lo1,69,28,5,1.0,2.568,2.376,0.777,0.552
err,stage3,1lo1,70,28,5,1.0,4.106,4.215,1.212,0.537
err,stage3,1lo1,71,28,5,1.0,9.918,6.379,1.672,0.194
err,stage3,1lo1,72,28,5,1.0,2.153,2.442,0.75,0.612
err,stage3,1lo1,73,28,5,1.0,8.441,4.744,1.344,0.284
err,stage3,1lo1,74,28,5,1.0,7.051,2.813,1.001,0.299
err,stage3,1lo1,75,28,5,1.0,3.495,2.944,0.805,0.612
err,stage3,1lo1,76,28,5,1.0,6.283,4.157,1.377,0.343
err,stage3,1lo1,77,28,5,1.0,4.196,3.603,1.034,0.448
err,stage3,1lo1,78,28,5,1.0,2.726,3.789,1.14,0.522
err,stage3,1lo1,79,28,5,1.0,3.163,2.553,0.837,0.522
err,stage3,1lo1,80,28,5,1.0,4.088,2.644,0.927,0.522
err,stage3,1lo1,81,28,5,1.0,2.756,1.52,0.592,0.567
err,stage3,1lo1,82,28,5,1.0,5.123,3.376,0.944,0.358
err,stage3,1lo1,83,28,5,1.0,4.456,3.609,1.051,0.418
err,stage3,1lo1,84,28,5,1.0,7.654,4.94,1.341,0.254
err,stage3,1lo1,85,28,5,1.0,2.386,1.93,0.722,0.657
err,stage3,1lo1,86,28,5,1.0,3.663,3.801,1.187,0.463
err,stage3,1lo1,87,28,5,1.0,9.985,7.041,1.849,0.119
err,stage3,1lo1,88,28,5,1.0,4.532,2.231,0.883,0.433
err,stage3,1lo1,89,28,5,1.0,2.524,2.642,0.862,0.537
err,stage3,1lo1,90,28,5,1.0,3.875,3.89,1.157,0.567
err,stage3,1lo1,91,28,5,1.0,7.358,4.371,1.294,0.254
err,stage3,1lo1,92,28,5,1.0,3.216,3.101,1.069,0.522
ets1,stage3,1k79,1,26,3,1.0,1.124,1.085,0.858,0.739
ets1,stage3,1k79,2,26,3,1.0,1.035,1.053,0.645,0.826
ets1,stage3,1k79,3,26,3,1.0,0.746,0.531,0.482,0.804
ets1,stage3,1k79,4,26,3,1.0,2.556,2.268,1.524,0.674
ets1,stage3,1k79,5,26,3,1.0,0.778,0.789,0.569,0.761
ets1,stage3,1k79,6,26,3,1.0,0.734,0.51,0.392,0.826
ets1,stage3,1k79,7,26,3,1.0,1.146,1.117,0.705,0.783
ets1,stage3,1k79,8,26,3,1.0,0.883,0.837,0.506,0.717
ets1,stage3,1k79,9,26,3,1.0,0.749,0.629,0.517,0.674
ets1,stage3,1k79,10,26,3,1.0,0.832,0.558,0.496,0.826
ets1,stage3,1k79,11,26,3,1.0,1.095,0.658,0.501,0.783
ets1,stage3,1k79,12,26,3,1.0,0.591,0.498,0.425,0.783
ets1,stage3,1k79,13,26,3,1.0,0.744,0.666,0.454,0.761
ets1,stage3,1k79,14,26,3,1.0,0.983,0.69,0.448,0.804
ets1,stage3,1k79,15,26,3,1.0,0.722,0.711,0.522,0.783
ets1,stage3,1k79,16,26,3,1.0,0.778,0.455,0.443,0.783
ets1,stage3,1k79,17,26,3,1.0,0.93,0.653,0.524,0.87
ets1,stage3,1k79,18,26,3,1.0,1.074,1.201,0.912,0.826
ets1,stage3,1k79,19,26,3,1.0,0.972,0.772,0.63,0.696
ets1,stage3,1k79,20,26,3,1.0,1.156,0.751,0.623,0.783
ets1,stage3,1k79,21,26,3,1.0,1.363,1.914,1.098,0.739
ets1,stage3,1k79,22,26,3,1.0,0.996,0.833,0.57,0.783
ets1,stage3,1k79,23,26,3,1.0,2.312,1.411,1.038,0.717
ets1,stage3,1k79,24,26,3,1.0,0.83,0.681,0.563,0.696
ets1,stage3,1k79,25,26,3,1.0,1.034,0.883,0.71,0.783
ets1,stage3,1k79,26,26,3,1.0,0.874,0.746,0.601,0.913
ets1,stage3,1k79,27,26,3,1.0,0.99,0.926,0.686,0.761
ets1,stage3,1k79,28,26,3,1.0,1.007,1.072,0.715,0.761
ets1,stage3,1k79,29,26,3,1.0,1.03,0.894,0.636,0.804
ets1,stage3,1k79,30,26,3,1.0,0.768,0.617,0.568,0.848
ets1,stage3,1k79,31,26,3,1.0,1.064,0.974,0.753,0.761
ets1,stage3,1k79,32,26,3,1.0,0.879,0.646,0.632,0.826
ets1,stage3,1k79,33,26,3,1.0,0.622,0.517,0.451,0.804
ets1,stage3,1k79,34,26,3,1.0,0.696,0.567,0.517,0.804
ets1,stage3,1k79,35,26,3,1.0,0.831,1.238,0.678,0.783
ets1,stage3,1k79,36,26,3,1.0,0.864,0.726,0.559,0.804
ets1,stage3,1k79,37,26,3,1.0,1.082,1.127,0.675,0.783
ets1,stage3,1k79,38,26,3,1.0,0.679,0.568,0.524,0.783
ets1,stage3,1k79,39,26,3,1.0,1.276,1.581,0.941,0.826
ets1,stage3,1k79,40,26,3,1.0,1.199,1.891,0.984,0.739
ets1,stage3,1k79,41,26,3,1.0,0.762,0.602,0.461,0.761
ets1,stage3,1k79,42,26,3,1.0,0.729,0.575,0.517,0.913
ets1,stage3,1k79,43,26,3,1.0,0.754,0.846,0.628,0.761
ets1,stage3,1k79,44,26,3,1.0,1.374,1.484,0.872,0.739
ets1,stage3,1k79,45,26,3,1.0,0.909,0.773,0.557,0.848
ets1,stage3,1k79,46,26,3,1.0,1.679,2.049,1.21,0.826
ets1,stage3,1k79,47,26,3,1.0,1.618,1.977,1.114,0.761
ets1,stage3,1k79,48,26,3,1.0,0.839,0.674,0.57,0.761
ets1,stage3,1k79,49,26,3,1.0,1.365,1.073,0.789,0.739
ets1,stage3,1k79,50,26,3,1.0,1.206,0.832,0.641,0.783
ets1,stage3,1k79,51,26,3,1.0,0.932,0.61,0.537,0.717
ets1,stage3,1k79,52,26,3,1.0,1.147,0.979,0.712,0.761
ets1,stage3,1k79,53,26,3,1.0,0.629,0.567,0.419,0.783
ets1,stage3,1k79,54,26,3,1.0,0.939,0.861,0.639,0.783
ets1,stage3,1k79,55,26,3,1.0,1.036,1.159,0.702,0.739
ets1,stage3,1k79,56,26,3,1.0,0.76,0.584,0.55,0.783
ets1,stage3,1k79,57,26,3,1.0,1.246,0.988,0.741,0.761
ets1,stage3,1k79,58,26,3,1.0,1.187,0.918,0.735,0.739
ets1,stage3,1k79,59,26,3,1.0,1.354,1.85,0.881,0.804
ets1,stage3,1k79,60,26,3,1.0,1.462,1.642,0.976,0.783
ets1,stage3,1k79,61,26,3,1.0,1.241,1.904,0.923,0.783
ets1,stage3,1k79,62,26,3,1.0,0.809,0.882,0.554,0.739
ets1,stage3,1k79,63,26,3,1.0,1.175,0.763,0.609,0.739
ets1,stage3,1k79,64,26,3,1.0,0.87,0.68,0.504,0.783
ets1,stage3,1k79,65,26,3,1.0,0.871,0.979,0.789,0.696
ets1,stage3,1k79,66,26,3,1.0,1.041,0.833,0.616,0.848
ets1,stage3,1k79,67,26,3,1.0,2.267,2.251,1.474,0.609
ets1,stage3,1k79,68,26,3,1.0,1.138,1.763,0.969,0.826
ets1,stage3,1k79,69,26,3,1.0,1.004,0.601,0.529,0.848
ets1,stage3,1k79,70,26,3,1.0,1.004,1.059,0.651,0.783
ets1,stage3,1k79,71,26,3,1.0,0.911,0.919,0.647,0.696
ets1,stage3,1k79,72,26,3,1.0,1.044,0.782,0.535,0.717
ets1,stage3,1k79,73,26,3,1.0,0.797,0.557,0.484,0.783
ets1,stage3,1k79,74,26,3,1.0,0.887,0.916,0.659,0.717
ets1,stage3,1k79,75,26,3,1.0,0.786,0.676,0.531,0.761
ets1,stage3,1k79,76,26,3,1.0,1.352,1.874,1.176,0.739
ets1,stage3,1k79,77,26,3,1.0,0.938,1.143,0.746,0.696
ets1,stage3,1k79,78,26,3,1.0,1.161,0.907,0.63,0.783
ets1,stage3,1k79,79,26,3,1.0,0.765,0.667,0.486,0.739
ets1,stage3,1k79,80,26,3,1.0,0.639,0.514,0.438,0.696
ets1,stage3,1k79,81,26,3,1.0,0.845,0.687,0.46,0.783
ets1,stage3,1k79,82,26,3,1.0,1.243,1.304,0.733,0.674
ets1,stage3,1k79,83,26,3,1.0,0.79,0.517,0.431,0.761
ets1,stage3,1k79,84,26,3,1.0,0.893,0.923,0.642,0.739
ets1,stage3,1k79,85,26,3,1.0,0.951,0.941,0.616,0.804
ets1,stage3,1k79,86,26,3,1.0,0.906,0.689,0.58,0.783
ets1,stage3,1k79,87,26,3,1.0,1.009,0.711,0.477,0.761
ets1,stage3,1k79,88,26,3,1.0,1.071,0.869,0.658,0.87
ets1,stage3,1k79,89,26,3,1.0,1.228,1.014,0.69,0.804
ets1,stage3,1k79,90,26,3,1.0,0.991,0.992,0.664,0.826
ets1,stage3,1k79,91,26,3,1.0,0.876,0.747,0.584,0.826
ets1,stage3,1k79,92,26,3,1.0,0.8,0.695,0.503,0.783
ets1,stage3,1k79,93,26,3,1.0,0.897,0.725,0.534,0.739
ets1,stage3,1k79,94,26,3,1.0,0.742,0.726,0.539,0.761
ets1,stage3,1k79,95,26,3,1.0,1.367,2.233,1.088,0.761
ets1,stage3,1k79,96,26,3,1.0,0.997,0.814,0.516,0.696
ets1,stage3,1k79,97,26,3,1.0,1.095,0.8,0.641,0.804
ets1,stage3,1k79,98,26,3,1.0,1.0,0.666,0.559,0.804
ets1,stage3,1k79,99,26,3,1.0,0.909,0.804,0.66,0.804
ets1,stage3,1k79,100,26,3,1.0,0.912,0.687,0.507,0.783
foxa,stage3,1vtn,1,27,6,1.0,2.734,1.591,0.562,0.68
foxa,stage3,1vtn,2,27,6,1.0,3.12,2.385,0.929,0.7
foxa,stage3,1vtn,3,27,6,1.0,2.416,2.499,0.783,0.6
foxa,stage3,1vtn,4,27,6,1.0,1.113,0.833,0.416,0.84
foxa,stage3,1vtn,5,27,6,1.0,7.87,2.496,1.334,0.2
foxa,stage3,1vtn,6,27,6,1.0,6.167,2.387,0.648,0.4
foxa,stage3,1vtn,7,27,6,1.0,4.571,2.457,0.713,0.4
foxa,stage3,1vtn,8,27,6,1.0,2.749,2.176,0.602,0.66
foxa,stage3,1vtn,9,27,6,1.0,2.189,2.06,0.636,0.74
foxa,stage3,1vtn,10,27,6,1.0,10.362,2.73,0.879,0.3
foxa,stage3,1vtn,11,27,6,1.0,5.054,2.445,0.999,0.48
foxa,stage3,1vtn,12,27,6,1.0,6.302,2.535,1.045,0.4
foxa,stage3,1vtn,13,27,6,1.0,5.88,1.826,0.576,0.38
foxa,stage3,1vtn,14,27,6,1.0,4.176,2.282,0.827,0.64
foxa,stage3,1vtn,15,27,6,1.0,1.861,2.302,0.858,0.76
foxa,stage3,1vtn,16,27,6,1.0,2.306,2.288,0.882,0.68
foxa,stage3,1vtn,17,27,6,1.0,5.114,2.712,0.608,0.56
foxa,stage3,1vtn,18,27,6,1.0,8.185,2.13,0.691,0.3
foxa,stage3,1vtn,19,27,6,1.0,4.467,2.074,0.573,0.62
foxa,stage3,1vtn,20,27,6,1.0,3.218,2.109,0.606,0.6
foxa,stage3,1vtn,21,27,6,1.0,3.421,2.021,0.732,0.56
foxa,stage3,1vtn,22,27,6,1.0,2.131,1.72,0.711,0.7
foxa,stage3,1vtn,23,27,6,1.0,2.852,2.275,0.931,0.64
foxa,stage3,1vtn,24,27,6,1.0,4.064,2.61,0.76,0.66
foxa,stage3,1vtn,25,27,6,1.0,3.693,1.921,0.648,0.56
foxa,stage3,1vtn,26,27,6,1.0,4.052,2.241,0.621,0.56
foxa,stage3,1vtn,27,27,6,1.0,5.347,2.421,0.845,0.5
foxa,stage3,1vtn,28,27,6,1.0,2.892,1.506,0.566,0.58
foxa,stage3,1vtn,29,27,6,1.0,5.575,2.297,0.671,0.32
foxa,stage3,1vtn,30,27,6,1.0,1.734,1.343,0.594,0.72
foxa,stage3,1vtn,31,27,6,1.0,1.562,2.482,0.694,0.72
foxa,stage3,1vtn,32,27,6,1.0,5.536,2.349,0.752,0.42
foxa,stage3,1vtn,33,27,6,1.0,3.359,1.697,0.624,0.7
foxa,stage3,1vtn,34,27,6,1.0,2.052,2.168,0.59,0.74
foxa,stage3,1vtn,35,27,6,1.0,10.101,1.899,0.643,0.4
foxa,stage3,1vtn,36,27,6,1.0,5.028,2.033,0.665,0.44
foxa,stage3,1vtn,37,27,6,1.0,4.04,2.403,0.841,0.46
foxa,stage3,1vtn,38,27,6,1.0,5.261,2.559,1.001,0.5
foxa,stage3,1vtn,39,27,6,1.0,3.144,1.803,0.652,0.66
foxa,stage3,1vtn,40,27,6,1.0,1.914,2.154,0.719,0.7
foxa,stage3,1vtn,41,27,6,1.0,2.769,2.558,0.955,0.66
foxa,stage3,1vtn,42,27,6,1.0,4.703,2.891,0.767,0.44
foxa,stage3,1vtn,43,27,6,1.0,1.486,0.891,0.481,0.76
foxa,stage3,1vtn,44,27,6,1.0,6.75,2.814,0.683,0.36
foxa,stage3,1vtn,45,27,6,1.0,2.244,2.241,0.642,0.62
foxa,stage3,1vtn,46,27,6,1.0,4.186,2.06,0.647,0.56
foxa,stage3,1vtn,47,27,6,1.0,4.942,2.442,1.016,0.5
foxa,stage3,1vtn,48,27,6,1.0,1.55,1.366,0.402,0.8
foxa,stage3,1vtn,49,27,6,1.0,2.676,2.595,1.013,0.72
foxa,stage3,1vtn,50,27,6,1.0,4.493,2.114,0.706,0.52
foxa,stage3,1vtn,51,27,6,1.0,1.959,1.549,0.645,0.66
foxa,stage3,1vtn,52,27,6,1.0,5.013,2.049,0.668,0.6
foxa,stage3,1vtn,53,27,6,1.0,3.04,2.498,0.675,0.74
foxa,stage3,1vtn,54,27,6,1.0,4.159,1.658,0.513,0.58
foxa,stage3,1vtn,55,27,6,1.0,3.448,2.491,0.757,0.52
foxa,stage3,1vtn,56,27,6,1.0,6.101,2.406,0.873,0.36
foxa,stage3,1vtn,57,27,6,1.0,4.279,2.255,0.89,0.44
foxa,stage3,1vtn,58,27,6,1.0,3.739,1.882,0.694,0.62
foxa,stage3,1vtn,59,27,6,1.0,2.988,2.49,0.973,0.76
foxa,stage3,1vtn,60,27,6,1.0,4.933,2.052,0.609,0.58
foxa,stage3,1vtn,61,27,6,1.0,1.939,1.532,0.615,0.62
foxa,stage3,1vtn,62,27,6,1.0,4.053,1.87,0.506,0.64
foxa,stage3,1vtn,63,27,6,1.0,2.419,2.268,0.799,0.68
foxa,stage3,1vtn,64,27,6,1.0,4.442,1.731,0.761,0.6
foxa,stage3,1vtn,65,27,6,1.0,2.959,1.923,0.555,0.66
foxa,stage3,1vtn,66,27,6,1.0,7.332,2.655,0.808,0.3
foxa,stage3,1vtn,67,27,6,1.0,2.046,1.28,0.415,0.74
foxa,stage3,1vtn,68,27,6,1.0,1.687,2.481,0.739,0.62
foxa,stage3,1vtn,69,27,6,1.0,3.061,2.119,0.736,0.74
foxa,stage3,1vtn,70,27,6,1.0,5.364,1.987,0.772,0.56
foxa,stage3,1vtn,71,27,6,1.0,2.552,2.129,0.679,0.74
foxa,stage3,1vtn,72,27,6,1.0,3.45,2.068,0.602,0.58
foxa,stage3,1vtn,73,27,6,1.0,3.691,2.112,0.621,0.62
foxa,stage3,1vtn,75,27,6,1.0,1.831,1.353,0.564,0.66
foxa,stage3,1vtn,76,27,6,1.0,3.422,2.143,0.919,0.64
foxa,stage3,1vtn,77,27,6,1.0,3.628,1.726,0.567,0.68
foxa,stage3,1vtn,78,27,6,1.0,4.245,2.096,0.635,0.62
foxa,stage3,1vtn,79,27,6,1.0,1.434,0.906,0.384,0.7
foxa,stage3,1vtn,80,27,6,1.0,2.909,1.525,0.628,0.6
foxa,stage3,1vtn,81,27,6,1.0,2.84,2.313,0.63,0.62
foxa,stage3,1vtn,82,27,6,1.0,6.179,1.966,0.723,0.48
foxa,stage3,1vtn,83,27,6,1.0,2.405,1.875,0.515,0.68
foxa,stage3,1vtn,84,27,6,1.0,2.114,1.967,0.543,0.76
foxa,stage3,1vtn,85,27,6,1.0,5.912,2.146,0.934,0.46
foxa,stage3,1vtn,86,27,6,1.0,8.9,3.783,1.837,0.2
foxa,stage3,1vtn,87,27,6,1.0,4.07,2.562,0.703,0.6
foxa,stage3,1vtn,88,27,6,1.0,3.494,2.464,0.676,0.48
foxa,stage3,1vtn,89,27,6,1.0,2.278,2.104,0.575,0.74
foxa,stage3,1vtn,90,27,6,1.0,4.044,2.262,0.602,0.56
foxa,stage3,1vtn,91,27,6,1.0,4.694,1.259,0.555,0.42
foxa,stage3,1vtn,92,27,6,1.0,2.333,1.092,0.44,0.6
hsf,stage3,5d5u,1,21,4,1.0,1.077,0.99,0.344,0.897
hsf,stage3,5d5u,2,21,4,1.0,0.774,0.806,0.287,0.966
hsf,stage3,5d5u,3,21,4,1.0,0.988,0.961,0.34,0.897
hsf,stage3,5d5u,4,21,4,1.0,2.483,1.422,0.663,0.483
hsf,stage3,5d5u,5,21,4,1.0,0.798,0.841,0.268,0.759
hsf,stage3,5d5u,6,21,4,1.0,1.004,1.052,0.411,0.897
hsf,stage3,5d5u,7,21,4,1.0,1.553,1.682,0.47,0.793
hsf,stage3,5d5u,8,21,4,1.0,0.667,0.705,0.231,0.862
hsf,stage3,5d5u,9,21,4,1.0,1.714,1.695,0.478,0.759
hsf,stage3,5d5u,10,21,4,1.0,0.886,0.941,0.322,0.793
hsf,stage3,5d5u,11,21,4,1.0,1.252,0.98,0.355,0.69
hsf,stage3,5d5u,12,21,4,1.0,0.974,1.081,0.332,0.828
hsf,stage3,5d5u,13,21,4,1.0,0.916,0.932,0.293,0.828
hsf,stage3,5d5u,14,21,4,1.0,1.005,1.082,0.341,0.931
hsf,stage3,5d5u,15,21,4,1.0,1.022,0.898,0.303,0.828
hsf,stage3,5d5u,16,21,4,1.0,1.061,1.045,0.33,0.862
hsf,stage3,5d5u,17,21,4,1.0,1.086,0.979,0.319,0.793
hsf,stage3,5d5u,18,21,4,1.0,0.746,0.718,0.4,0.793
hsf,stage3,5d5u,19,21,4,1.0,1.058,1.162,0.356,0.897
hsf,stage3,5d5u,20,21,4,1.0,1.272,0.858,0.452,0.828
hsf,stage3,5d5u,21,21,4,1.0,1.64,1.624,0.675,0.862
hsf,stage3,5d5u,22,21,4,1.0,0.892,0.857,0.282,0.931
hsf,stage3,5d5u,23,21,4,1.0,0.948,0.971,0.306,0.828
hsf,stage3,5d5u,24,21,4,1.0,0.974,0.994,0.31,0.793
hsf,stage3,5d5u,25,21,4,1.0,1.083,1.174,0.363,0.931
hsf,stage3,5d5u,26,21,4,1.0,1.245,0.921,0.417,0.793
hsf,stage3,5d5u,27,21,4,1.0,0.896,0.995,0.335,0.897
hsf,stage3,5d5u,28,21,4,1.0,0.843,0.863,0.266,0.862
hsf,stage3,5d5u,29,21,4,1.0,1.149,1.127,0.358,0.828
hsf,stage3,5d5u,30,21,4,1.0,0.815,0.858,0.281,0.931
hsf,stage3,5d5u,31,21,4,1.0,0.983,1.047,0.331,0.862
hsf,stage3,5d5u,32,21,4,1.0,1.844,1.654,0.758,0.759
hsf,stage3,5d5u,33,21,4,1.0,0.589,0.486,0.187,0.862
hsf,stage3,5d5u,34,21,4,1.0,0.838,0.912,0.278,0.897
hsf,stage3,5d5u,35,21,4,1.0,1.124,0.822,0.427,0.897
hsf,stage3,5d5u,36,21,4,1.0,0.996,0.906,0.46,0.862
hsf,stage3,5d5u,38,21,4,1.0,1.04,1.047,0.314,0.828
hsf,stage3,5d5u,39,21,4,1.0,0.913,0.905,0.294,0.828
hsf,stage3,5d5u,40,21,4,1.0,0.93,0.942,0.306,0.897
hsf,stage3,5d5u,41,21,4,1.0,1.479,1.603,0.49,0.931
hsf,stage3,5d5u,42,21,4,1.0,1.181,1.264,0.39,0.931
hsf,stage3,5d5u,43,21,4,1.0,1.384,1.357,0.428,0.828
hsf,stage3,5d5u,44,21,4,1.0,0.789,0.541,0.218,0.931
hsf,stage3,5d5u,45,21,4,1.0,1.303,1.439,0.446,0.828
hsf,stage3,5d5u,47,21,4,1.0,0.763,0.728,0.255,0.897
hsf,stage3,5d5u,48,21,4,1.0,1.123,1.036,0.34,0.862
hsf,stage3,5d5u,49,21,4,1.0,0.815,0.791,0.256,0.897
hsf,stage3,5d5u,50,21,4,1.0,1.159,1.065,0.351,0.862
hsf,stage3,5d5u,51,21,4,1.0,0.921,0.694,0.238,0.897
hsf,stage3,5d5u,52,21,4,1.0,1.026,0.84,0.277,0.793
hsf,stage3,5d5u,53,21,4,1.0,0.929,0.965,0.307,0.931
hsf,stage3,5d5u,54,21,4,1.0,0.764,0.723,0.237,0.931
hsf,stage3,5d5u,55,21,4,1.0,0.926,0.923,0.282,0.828
hsf,stage3,5d5u,56,21,4,1.0,1.127,1.142,0.355,0.931
hsf,stage3,5d5u,57,21,4,1.0,0.68,0.551,0.193,0.897
hsf,stage3,5d5u,58,21,4,1.0,0.988,0.954,0.311,0.897
hsf,stage3,5d5u,59,21,4,1.0,0.543,0.524,0.183,0.828
hsf,stage3,5d5u,60,21,4,1.0,0.897,0.811,0.272,0.793
hsf,stage3,5d5u,61,21,4,1.0,0.945,0.913,0.314,0.897
hsf,stage3,5d5u,62,21,4,1.0,1.335,1.64,0.636,0.862
hsf,stage3,5d5u,63,21,4,1.0,0.912,0.827,0.274,0.862
hsf,stage3,5d5u,64,21,4,1.0,0.84,0.888,0.297,0.828
hsf,stage3,5d5u,65,21,4,1.0,1.127,1.007,0.471,0.862
hsf,stage3,5d5u,66,21,4,1.0,1.083,1.079,0.355,0.862
hsf,stage3,5d5u,67,21,4,1.0,0.827,0.709,0.226,0.931
hsf,stage3,5d5u,68,21,4,1.0,0.941,0.836,0.415,0.931
hsf,stage3,5d5u,69,21,4,1.0,1.275,1.154,0.342,0.897
hsf,stage3,5d5u,70,21,4,1.0,1.062,0.964,0.307,0.862
hsf,stage3,5d5u,71,21,4,1.0,0.803,0.771,0.262,0.862
hsf,stage3,5d5u,72,21,4,1.0,0.955,1.017,0.331,0.862
hsf,stage3,5d5u,73,21,4,1.0,0.787,0.701,0.233,0.793
hsf,stage3,5d5u,74,21,4,1.0,1.103,1.202,0.362,0.862
hsf,stage3,5d5u,75,21,4,1.0,0.854,0.692,0.281,0.897
hsf,stage3,5d5u,76,21,4,1.0,0.908,0.945,0.301,0.897
